Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2353,宏��,"-1,380","-41,396",30.0,24969,5.53
'2867,三商壽,-201,"-1,870",9.3,5738,3.5
'3017,奇鋐,-326,"-37,406",114.74,25378,1.28
'6152,百一,-320,"-3,251",10.16,909,35.2
