Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2890,永豐金,"-1,081","-13,513",12.5,17467,6.19
'6116,彩晶,-303,"-4,192",13.83,137443,0.22
'6156,松上,-376,"-8,695",23.12,28145,1.34
'6411,晶焱,-401,"-56,053",139.78,9962,4.03
