Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,20343,
'1102,,,,,10461,
'1103,,,,,1218,
'1104,,,,,902,
'1108,,,,,976,
'1109,,,,,632,
'1110,,,,,399,
'1201,,,,,1771,
'1203,,,,,11,
'1210,,,,,1782,
'1213,,,,,22,
'1215,,,,,1226,
'1216,,,,,4610,
'1217,,,,,4900,
'1218,,,,,1260,
'1219,,,,,1267,
'1220,,,,,421,
'1225,,,,,165,
'1227,,,,,584,
'1229,,,,,866,
'1231,,,,,360,
'1232,,,,,106,
'1233,,,,,25,
'1234,,,,,167,
'1235,,,,,5,
'1236,,,,,81,
'1240,,,,,61,
'1256,,,,,38,
'1258,,,,,81,
'1259,,,,,133,
'1264,,,,,11,
'1268,,,,,12,
'1301,,,,,6474,
'1303,,,,,9208,
'1304,,,,,18033,
'1305,,,,,10115,
'1307,,,,,497,
'1308,,,,,11717,
'1309,,,,,6445,
'1310,,,,,4749,
'1312,,,,,21076,
'1313,,,,,9824,
'1314,,,,,59492,
'1315,,,,,175,
'1316,,,,,677,
'1319,,,,,817,
'1321,,,,,209,
'1323,,,,,130,
'1324,,,,,105,
'1325,,,,,2203,
'1326,,,,,3642,
'1336,,,,,210,
'1337,,,,,947,
'1338,,,,,290,
'1339,,,,,165,
'1340,,,,,275,
'1341,,,,,11,
'1342,,,,,54,
'1402,,,,,3855,
'1409,,,,,12851,
'1410,,,,,53,
'1413,,,,,426,
'1414,,,,,1190,
'1416,,,,,381,
'1417,,,,,812,
'1418,,,,,9,
'1419,,,,,22,
'1423,,,,,65,
'1432,,,,,185,
'1434,,,,,1449,
'1435,,,,,15,
'1436,,,,,43,
'1437,,,,,203,
'1438,,,,,50,
'1439,,,,,40,
'1440,,,,,21345,
'1441,,,,,402,
'1442,,,,,164,
'1443,,,,,103,
'1444,,,,,7349,
'1445,,,,,71,
'1446,,,,,143,
'1447,,,,,9989,
'1449,,,,,113,
'1451,,,,,434,
'1452,,,,,3163,
'1453,,,,,54,
'1454,,,,,146,
'1455,,,,,18774,
'1456,,,,,1127,
'1457,,,,,1599,
'1459,,,,,1155,
'1460,,,,,2022,
'1463,,,,,397,
'1464,,,,,1008,
'1465,,,,,17,
'1466,,,,,1443,
'1467,,,,,1164,
'1468,,,,,34,
