Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00664R,國泰臺灣加權反1,-330,"-2,218",6.72,26053,1.27
'00673R,期元大S＆P原油反1,-135,"-1,064",7.88,79443,0.17
'2353,宏��,"-1,781","-46,548",26.14,15140,11.76
'2618,長榮航,-154,"-4,718",30.64,169766,0.09
'2884,玉山金,-232,"-6,791",29.27,21865,1.06
'3231,緯創,-336,"-9,515",28.32,9073,3.7
