Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,13187,
'1102,,,,,4879,
'1103,,,,,224,
'1104,,,,,286,
'1108,,,,,335,
'1109,,,,,238,
'1110,,,,,332,
'1201,,,,,533,
'1203,,,,,36,
'1210,,,,,843,
'1213,,,,,0,
'1215,,,,,227,
'1216,,,,,8016,
'1217,,,,,847,
'1218,,,,,222,
'1219,,,,,849,
'1220,,,,,101,
'1225,,,,,17,
'1227,,,,,559,
'1229,,,,,679,
'1231,,,,,161,
'1232,,,,,108,
'1233,,,,,7,
'1234,,,,,63,
'1235,,,,,384,
'1236,,,,,2256,
'1240,,,,,9,
'1256,,,,,32,
'1258,,,,,4,
'1259,,,,,8,
'1264,,,,,11,
'1268,,,,,13,
'1301,,,,,6852,
'1303,,,,,7302,
'1304,,,,,4787,
'1305,,,,,4165,
'1307,,,,,107,
'1308,,,,,4604,
'1309,,,,,1114,
'1310,,,,,1831,
'1312,,,,,8949,
'1313,,,,,2787,
'1314,,,,,17154,
'1315,,,,,214,
'1316,,,,,7957,
'1319,,,,,368,
'1321,,,,,111,
'1323,,,,,68,
'1324,,,,,62,
'1325,,,,,2288,
'1326,,,,,3101,
'1336,,,,,71,
'1337,,,,,253,
'1338,,,,,174,
'1339,,,,,16,
'1340,,,,,129,
'1341,,,,,12,
'1342,,,,,388,
'1402,,,,,6139,
'1409,,,,,2464,
'1410,,,,,18,
'1413,,,,,95,
'1414,,,,,1239,
'1416,,,,,212,
'1417,,,,,127,
'1418,,,,,6,
'1419,,,,,46,
'1423,,,,,43,
'1432,,,,,128,
'1434,,,,,2859,
'1435,,,,,36,
'1436,,,,,61,
'1437,,,,,91,
'1438,,,,,117,
'1439,,,,,10,
'1440,,,,,3365,
'1441,,,,,71,
'1442,,,,,231,
'1443,,,,,5,
'1444,,,,,2213,
'1445,,,,,987,
'1446,,,,,95,
'1447,,,,,1133,
'1449,,,,,274,
'1451,,,,,133,
'1452,,,,,298,
'1453,,,,,37,
'1454,,,,,798,
'1455,,,,,3158,
'1456,,,,,1611,
'1457,,,,,506,
'1459,,,,,354,
'1460,,,,,1188,
'1463,,,,,706,
'1464,,,,,260,
'1465,,,,,45,
'1466,,,,,306,
'1467,,,,,603,
'1468,,,,,42,
'1470,,,,,15,
'1471,,,,,298,
'1472,,,,,8,
'1473,,,,,27,
'1474,,,,,242,
'1475,,,,,14,
'1476,,,,,1442,
'1477,,,,,1422,
'1503,,,,,173,
'1504,,,,,2409,
'1506,,,,,3607,
'1512,,,,,9,
'1513,,,,,1628,
'1514,,,,,265,
'1515,,,,,2857,
'1516,,,,,126,
'1517,,,,,1329,
'1519,,,,,263,
'1521,,,,,72,
'1522,,,,,184,
'1524,,,,,7178,
'1525,,,,,14,
'1526,,,,,106,
'1527,,,,,102,
'1528,,,,,1341,
'1529,,,,,7988,
'1530,,,,,7,
'1531,,,,,122,
'1532,,,,,933,
'1533,,,,,176,
'1535,,,,,35,
'1536,,,,,677,
'1537,,,,,85,
'1538,,,,,0,
'1539,,,,,3736,
'1540,,,,,46,
'1541,,,,,17,
'1558,,,,,33,
'1560,,,,,2277,
'1565,,,,,104,
'1568,,,,,135,
'1569,,,,,251,
'1570,,,,,9549,
'1580,,,,,59,
'1582,,,,,137,
'1583,,,,,0,
'1584,,,,,584,
'1586,,,,,28,
'1587,,,,,109,
'1589,,,,,180,
'1590,,,,,920,
'1591,,,,,30,
'1593,,,,,13,
'1595,,,,,381,
'1597,,,,,68,
'1598,,,,,780,
'1599,,,,,101,
'1603,,,,,152,
'1604,,,,,365,
'1605,,,,,6349,
'1608,,,,,970,
'1609,,,,,2468,
'1611,,,,,25837,
'1612,,,,,4324,
'1614,,,,,66,
'1615,,,,,73,
'1616,,,,,7188,
'1617,,,,,102,
'1618,,,,,193,
'1626,,,,,42,
'1701,,,,,265,
'1702,,,,,286,
'1707,,,,,76,
'1708,,,,,3450,
'1709,,,,,2961,
'1710,,,,,3634,
'1711,,,,,7363,
'1712,,,,,1066,
'1713,,,,,171,
'1714,,,,,2459,
'1717,,,,,2098,
'1718,,,,,5358,
'1720,,,,,384,
'1721,,,,,25920,
'1722,,,,,1391,
'1723,,,,,432,
'1725,,,,,301,
'1726,,,,,64,
'1727,,,,,5425,
'1730,,,,,19,
'1731,,,,,174,
'1732,,,,,3705,
'1733,,,,,144,
'1734,,,,,854,
'1735,,,,,8,
'1736,,,,,440,
'1737,,,,,208,
'1742,,,,,79,
'1752,,,,,31,
'1760,,,,,638,
'1762,,,,,473,
'1773,,,,,428,
'1776,,,,,130,
'1777,,,,,51,
'1781,,,,,179,
'1783,,,,,335,
'1784,,,,,137,
'1785,,,,,5076,
'1786,,,,,24,
'1788,,,,,4,
'1789,,,,,251,
'1795,,,,,9754,
'1796,,,,,328,
'1799,,,,,129,
'1802,,,,,10614,
'1805,,,,,12,
'1806,,,,,1461,
'1808,,,,,126,
'1809,,,,,3424,
'1810,,,,,2536,
'1813,,,,,39,
'1815,,,,,1888,
'1817,,,,,15,
'1903,,,,,213,
'1904,,,,,2497,
'1905,,,,,8184,
'1906,,,,,310,
'1907,,,,,4510,
'1909,,,,,8245,
'2002,,,,,54876,
'2006,,,,,2677,
'2007,,,,,2835,
'2008,,,,,110,
'2009,,,,,1486,
'2010,,,,,2897,
'2012,,,,,471,
'2013,,,,,1023,
'2014,,,,,52044,
'2015,,,,,217,
'2017,,,,,1288,
'2020,,,,,1116,
'2022,,,,,4210,
'2023,,,,,10776,
'2024,,,,,117,
'2025,,,,,340,
'2027,,,,,42430,
'2028,,,,,5982,
'2029,,,,,1291,
'2030,,,,,7158,
'2031,,,,,2451,
'2032,,,,,883,
