Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2409,友達,-134,"-2,247",16.77,96785,0.14
'3710,連展投控,-108,"-1,541",14.27,8479,1.27
'6477,安集,-154,"-8,594",55.81,3421,4.5
