Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2344,華邦電,-569,"-14,972",26.31,42036,1.35
'2353,宏��,"-1,188","-29,383",24.73,11951,9.94
'2486,一詮,-250,"-14,353",57.41,48889,0.51
'3231,緯創,"-1,924","-52,316",27.19,11974,16.07
