Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2027,大成鋼,-535,"-26,268",49.1,172464,0.31
'2603,長榮,"-2,318","-255,143",110.07,696150,0.33
'2609,陽明,"-4,981","-566,292",113.69,498833,1.0
