Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,12526,
'1102,,,,,5098,
'1103,,,,,1003,
'1104,,,,,444,
'1108,,,,,122,
'1109,,,,,343,
'1110,,,,,4801,
'1201,,,,,609,
'1203,,,,,4,
'1210,,,,,1235,
'1213,,,,,10,
'1215,,,,,1940,
'1216,,,,,4182,
'1217,,,,,1306,
'1218,,,,,308,
'1219,,,,,398,
'1220,,,,,98,
'1225,,,,,51,
'1227,,,,,467,
'1229,,,,,1331,
'1231,,,,,98,
'1232,,,,,51,
'1233,,,,,4,
'1234,,,,,84,
'1235,,,,,13,
'1236,,,,,4818,
'1240,,,,,7,
'1256,,,,,24,
'1258,,,,,9,
'1259,,,,,1,
'1264,,,,,11,
'1268,,,,,15,
'1301,,,,,9243,
'1303,,,,,6119,
'1304,,,,,8918,
'1305,,,,,5807,
'1307,,,,,87,
'1308,,,,,7275,
'1309,,,,,1045,
'1310,,,,,1890,
'1312,,,,,6465,
'1313,,,,,4699,
'1314,,,,,24604,
'1315,,,,,31,
'1316,,,,,20617,
'1319,,,,,547,
'1321,,,,,579,
'1323,,,,,182,
'1324,,,,,273,
'1325,,,,,656,
'1326,,,,,3660,
'1336,,,,,42,
'1337,,,,,546,
'1338,,,,,81,
'1339,,,,,36,
'1340,,,,,190,
'1341,,,,,4,
'1342,,,,,63,
'1402,,,,,8328,
'1409,,,,,5536,
'1410,,,,,54,
'1413,,,,,152,
'1414,,,,,683,
'1416,,,,,172,
'1417,,,,,244,
'1418,,,,,0,
'1419,,,,,28,
'1423,,,,,140,
'1432,,,,,53,
'1434,,,,,1783,
'1435,,,,,94,
'1436,,,,,79,
'1437,,,,,145,
'1438,,,,,428,
'1439,,,,,65,
'1440,,,,,5064,
'1441,,,,,83,
'1442,,,,,747,
'1443,,,,,60,
'1444,,,,,3131,
'1445,,,,,412,
'1446,,,,,134,
'1447,,,,,1924,
'1449,,,,,1261,
'1451,,,,,107,
'1452,,,,,248,
'1453,,,,,74,
'1454,,,,,157,
'1455,,,,,2808,
'1456,,,,,151,
'1457,,,,,479,
'1459,,,,,972,
'1460,,,,,1856,
'1463,,,,,59,
'1464,,,,,323,
'1465,,,,,30,
'1466,,,,,198,
'1467,,,,,10253,
'1468,,,,,70,
'1470,,,,,110,
'1471,,,,,342,
'1472,,,,,14,
'1473,,,,,22,
'1474,,,,,482,
'1475,,,,,17,
'1476,,,,,490,
'1477,,,,,1558,
'1503,,,,,198,
'1504,,,,,914,
'1506,,,,,3514,
'1512,,,,,233,
'1513,,,,,3941,
'1514,,,,,379,
'1515,,,,,372,
'1516,,,,,117,
'1517,,,,,2073,
'1519,,,,,307,
'1521,,,,,139,
'1522,,,,,272,
'1524,,,,,444,
'1525,,,,,30,
'1526,,,,,452,
'1527,,,,,149,
'1528,,,,,2556,
'1529,,,,,354,
'1530,,,,,4,
'1531,,,,,365,
'1532,,,,,308,
'1533,,,,,441,
'1535,,,,,86,
'1536,,,,,989,
'1537,,,,,79,
'1538,,,,,11,
'1539,,,,,115,
'1540,,,,,78,
'1541,,,,,6,
'1558,,,,,81,
'1560,,,,,3661,
'1565,,,,,133,
'1568,,,,,86,
'1569,,,,,194,
'1570,,,,,1928,
'1580,,,,,67,
'1582,,,,,228,
'1583,,,,,1,
'1584,,,,,481,
'1586,,,,,104,
'1587,,,,,164,
'1589,,,,,255,
'1590,,,,,488,
'1591,,,,,8,
'1593,,,,,59,
'1595,,,,,993,
'1597,,,,,156,
'1598,,,,,225,
'1599,,,,,96,
'1603,,,,,105,
'1604,,,,,392,
'1605,,,,,12195,
'1608,,,,,3068,
'1609,,,,,3154,
'1611,,,,,6651,
'1612,,,,,3261,
'1614,,,,,109,
'1615,,,,,54,
'1616,,,,,1014,
'1617,,,,,139,
'1618,,,,,284,
'1626,,,,,26,
'1701,,,,,330,
'1702,,,,,293,
'1707,,,,,79,
'1708,,,,,2905,
'1709,,,,,2701,
'1710,,,,,6331,
'1711,,,,,12543,
'1712,,,,,3434,
'1713,,,,,178,
'1714,,,,,3921,
'1717,,,,,3663,
'1718,,,,,5570,
'1720,,,,,274,
'1721,,,,,2486,
'1722,,,,,1677,
'1723,,,,,2237,
'1725,,,,,989,
'1726,,,,,13,
'1727,,,,,6134,
'1730,,,,,43,
'1731,,,,,115,
'1732,,,,,770,
'1733,,,,,209,
'1734,,,,,694,
'1735,,,,,10,
'1736,,,,,351,
'1737,,,,,216,
'1742,,,,,44,
'1752,,,,,72,
'1760,,,,,723,
'1762,,,,,478,
'1773,,,,,94,
'1776,,,,,223,
'1777,,,,,38,
'1781,,,,,37,
'1783,,,,,832,
'1784,,,,,3902,
'1785,,,,,12608,
'1786,,,,,36,
'1788,,,,,30,
'1789,,,,,585,
'1795,,,,,4652,
'1796,,,,,12,
'1799,,,,,54,
'1802,,,,,12503,
'1805,,,,,15,
'1806,,,,,1527,
'1808,,,,,59,
'1809,,,,,691,
'1810,,,,,5129,
'1813,,,,,91,
'1815,,,,,1788,
'1817,,,,,70,
'1903,,,,,201,
'1904,,,,,1690,
'1905,,,,,1922,
'1906,,,,,236,
'1907,,,,,4102,
'1909,,,,,2488,
'2002,,,,,50388,
'2006,,,,,3714,
'2007,,,,,3048,
'2008,,,,,150,
'2009,,,,,1322,
'2010,,,,,2231,
'2012,,,,,419,
'2013,,,,,1112,
'2014,,,,,15366,
'2015,,,,,92,
'2017,,,,,1238,
'2020,,,,,443,
'2022,,,,,4039,
'2023,,,,,10249,
'2024,,,,,146,
'2025,,,,,595,
'2027,,,,,14048,
'2028,,,,,1786,
'2029,,,,,1229,
'2030,,,,,3790,
'2031,,,,,1611,
'2032,,,,,507,
'2033,,,,,251,
'2034,,,,,1065,
'2035,,,,,36,
'2038,,,,,3071,
'2049,,,,,745,
'2059,,,,,336,
'2061,,,,,554,
'2062,,,,,212,
'2063,,,,,62,
'2064,,,,,39,
'2065,,,,,74,
'2066,,,,,213,
'2067,,,,,26,
'2069,,,,,7480,
'2070,,,,,25,
'2101,,,,,3806,
'2102,,,,,1146,
'2103,,,,,1173,
'2104,,,,,4100,
'2105,,,,,3799,
'2106,,,,,1248,
'2107,,,,,309,
'2108,,,,,2326,
'2109,,,,,192,
'2114,,,,,31,
'2115,,,,,19,
'2201,,,,,11902,
'2204,,,,,866,
'2206,,,,,650,
'2207,,,,,156,
'2208,,,,,1779,
'2211,,,,,241,
'2221,,,,,514,
'2227,,,,,118,
'2228,,,,,93,
'2230,,,,,29,
'2231,,,,,447,
'2233,,,,,356,
'2235,,,,,9,
'2236,,,,,22,
'2239,,,,,334,
'2241,,,,,153,
'2243,,,,,125,
'2247,,,,,18,
'2250,,,,,66,
'2301,,,,,2407,
