Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2337,旺宏,"-1,981","-90,336",45.6,162504,1.22
'2344,華邦電,-398,"-12,067",30.32,278662,0.14
'2610,華航,"-1,581","-18,261",11.55,51173,3.09
