交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-19,'5351,鈺創,,,65.57,-105.0,-0.0,-105.0,,,,,,,-105.0,-0.0
2022-05-26,'5351,鈺創,67.93,138.0,,,284.0709090909091,33.0,,,,,,138.0,33.0,284.0709090909091
