交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-24,'00632R,元大台灣50反1,,,5.64,-136.0,-0.0,-136.0,,,,,,0.0,0.0,0.0
2022-06-01,'00632R,元大台灣50反1,5.44,356.0,,,8.802909090909091,220.0,,,,,,0.0,0.0,
2022-06-02,'00632R,元大台灣50反1,5.48,290.0,,,6.913411764705883,510.0,,,,,,0.0,0.0,
2022-06-06,'00632R,元大台灣50反1,5.47,216.0,,,6.483966942148761,726.0,,,,,,646.0,646.0,
2022-06-13,'00632R,元大台灣50反1,5.64,127.0,,,6.35831184056272,853.0,,,,,,127.0,773.0,
2022-06-20,'00632R,元大台灣50反1,,,5.8,-810.0,6.35831184056272,43.0,275078.0,1891.0,2009.0,14094.0,257084.0,,773.0,
