Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00677U,期富邦VIX,"-1,662","-3,263",1.96,466826,0.36
'2014,中鴻,"-2,858","-62,389",21.83,157416,1.82
