Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2002,中鋼,"-3,927","-142,129",36.19,102827,3.82
'2014,中鴻,"-1,077","-57,017",52.94,143511,0.75
'2023,燁輝,"-3,774","-94,360",25.0,103648,3.64
'2606,裕民,"-2,054","-166,203",80.92,150065,1.37
'2637,慧洋-KY,"-1,226","-124,561",101.6,191156,0.64
