Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,5494,
'1102,,,,,11260,
'1103,,,,,332,
'1104,,,,,162,
'1108,,,,,101,
'1109,,,,,285,
'1110,,,,,347,
'1201,,,,,268,
'1203,,,,,4,
'1210,,,,,832,
'1213,,,,,0,
'1215,,,,,164,
'1216,,,,,3547,
'1217,,,,,887,
'1218,,,,,172,
'1219,,,,,675,
'1220,,,,,79,
'1225,,,,,56,
'1227,,,,,1459,
'1229,,,,,1579,
'1231,,,,,138,
'1232,,,,,100,
'1233,,,,,5,
'1234,,,,,109,
'1235,,,,,4,
'1236,,,,,529,
'1240,,,,,18,
'1256,,,,,37,
'1258,,,,,16,
'1259,,,,,3,
'1264,,,,,2,
'1268,,,,,25,
'1301,,,,,3571,
'1303,,,,,3842,
'1304,,,,,2981,
'1305,,,,,7165,
'1307,,,,,74,
'1308,,,,,4164,
'1309,,,,,985,
'1310,,,,,660,
'1312,,,,,3204,
'1313,,,,,3226,
'1314,,,,,8390,
'1315,,,,,87,
'1316,,,,,4064,
'1319,,,,,847,
'1321,,,,,42,
'1323,,,,,17,
'1324,,,,,36,
'1325,,,,,503,
'1326,,,,,1533,
'1336,,,,,226,
'1337,,,,,624,
'1338,,,,,156,
'1339,,,,,64,
'1340,,,,,80,
'1341,,,,,5,
'1342,,,,,132,
'1402,,,,,2388,
'1409,,,,,4340,
'1410,,,,,41,
'1413,,,,,248,
'1414,,,,,1761,
'1416,,,,,129,
'1417,,,,,179,
'1418,,,,,4,
'1419,,,,,234,
'1423,,,,,47,
'1432,,,,,140,
'1434,,,,,17665,
'1435,,,,,20,
'1436,,,,,39,
'1437,,,,,60,
'1438,,,,,108,
'1439,,,,,33,
'1440,,,,,54015,
'1441,,,,,111,
'1442,,,,,695,
'1443,,,,,23,
'1444,,,,,1304,
'1445,,,,,224,
'1446,,,,,39,
'1447,,,,,745,
'1449,,,,,41,
'1451,,,,,91,
'1452,,,,,213,
'1453,,,,,219,
'1454,,,,,2672,
'1455,,,,,2637,
'1456,,,,,71,
'1457,,,,,993,
'1459,,,,,386,
'1460,,,,,963,
'1463,,,,,48,
'1464,,,,,317,
'1465,,,,,22,
'1466,,,,,133,
'1467,,,,,257,
'1468,,,,,56,
'1470,,,,,96,
'1471,,,,,1049,
'1472,,,,,8,
'1473,,,,,43,
'1474,,,,,523,
'1475,,,,,20,
'1476,,,,,271,
'1477,,,,,422,
'1503,,,,,39,
'1504,,,,,1479,
'1506,,,,,353,
'1512,,,,,82,
'1513,,,,,1013,
'1514,,,,,887,
'1515,,,,,638,
'1516,,,,,73,
'1517,,,,,715,
'1519,,,,,241,
'1521,,,,,64,
'1522,,,,,198,
'1524,,,,,272,
'1525,,,,,63,
'1526,,,,,125,
'1527,,,,,83,
'1528,,,,,1570,
'1529,,,,,1473,
'1530,,,,,4,
'1531,,,,,145,
'1532,,,,,95,
'1533,,,,,464,
'1535,,,,,183,
'1536,,,,,537,
'1537,,,,,73,
'1538,,,,,6,
'1539,,,,,246,
'1540,,,,,39,
'1541,,,,,2,
'1558,,,,,66,
'1560,,,,,1280,
'1565,,,,,91,
'1568,,,,,56,
'1569,,,,,230,
'1570,,,,,601,
'1580,,,,,42,
'1582,,,,,236,
'1583,,,,,2,
'1584,,,,,219,
'1586,,,,,79,
'1587,,,,,70,
'1589,,,,,329,
'1590,,,,,591,
'1591,,,,,52,
'1593,,,,,37,
'1595,,,,,92,
'1597,,,,,299,
'1598,,,,,174,
'1599,,,,,411,
'1603,,,,,62,
'1604,,,,,588,
'1605,,,,,2442,
'1608,,,,,1041,
'1609,,,,,2802,
'1611,,,,,28020,
'1612,,,,,2008,
'1614,,,,,38,
'1615,,,,,18,
'1616,,,,,1606,
'1617,,,,,15,
'1618,,,,,288,
'1626,,,,,17,
'1701,,,,,211,
'1702,,,,,250,
'1707,,,,,82,
'1708,,,,,2037,
'1709,,,,,4612,
'1710,,,,,3687,
'1711,,,,,21422,
'1712,,,,,356,
'1713,,,,,39,
'1714,,,,,1874,
'1717,,,,,1521,
'1718,,,,,4693,
'1720,,,,,328,
'1721,,,,,112050,
'1722,,,,,989,
'1723,,,,,357,
'1725,,,,,3564,
'1726,,,,,6,
'1727,,,,,53632,
'1730,,,,,25,
'1731,,,,,117,
'1732,,,,,1682,
'1733,,,,,707,
'1734,,,,,490,
'1735,,,,,12,
'1736,,,,,183,
'1737,,,,,135,
'1742,,,,,74,
'1752,,,,,67,
'1760,,,,,598,
'1762,,,,,172,
'1773,,,,,113,
'1776,,,,,110,
'1777,,,,,120,
'1781,,,,,55,
'1783,,,,,162,
'1784,,,,,95,
'1785,,,,,3320,
'1786,,,,,7,
'1788,,,,,11,
'1789,,,,,404,
'1795,,,,,3185,
'1796,,,,,25,
'1799,,,,,260,
'1802,,,,,8959,
'1805,,,,,8,
'1806,,,,,18410,
'1808,,,,,67,
'1809,,,,,3435,
'1810,,,,,6760,
'1813,,,,,22,
'1815,,,,,2028,
'1817,,,,,22,
'1903,,,,,123,
'1904,,,,,1566,
'1905,,,,,3010,
'1906,,,,,93,
'1907,,,,,1239,
'1909,,,,,2263,
'2002,,,,,51997,
'2006,,,,,6188,
'2007,,,,,1540,
'2008,,,,,65,
'2009,,,,,1290,
'2010,,,,,8982,
'2012,,,,,540,
'2013,,,,,10368,
'2014,,,,,43747,
'2015,,,,,267,
'2017,,,,,1062,
'2020,,,,,259,
'2022,,,,,1934,
'2023,,,,,14952,
'2024,,,,,173,
'2025,,,,,611,
'2027,,,,,14799,
'2028,,,,,2464,
'2029,,,,,878,
'2030,,,,,3527,
'2031,,,,,1801,
'2032,,,,,423,
'2033,,,,,191,
'2034,,,,,1063,
'2035,,,,,19,
'2038,,,,,2109,
'2049,,,,,686,
'2059,,,,,179,
'2061,,,,,77,
'2062,,,,,122,
'2063,,,,,16,
'2064,,,,,5,
'2065,,,,,233,
'2066,,,,,143,
'2067,,,,,122,
'2069,,,,,1484,
'2070,,,,,1481,
'2101,,,,,874,
'2102,,,,,611,
'2103,,,,,14592,
'2104,,,,,3065,
'2105,,,,,2743,
'2106,,,,,518,
'2107,,,,,198,
'2108,,,,,6611,
'2109,,,,,151,
'2114,,,,,26,
'2115,,,,,34,
'2201,,,,,1372,
'2204,,,,,1022,
'2206,,,,,222,
'2207,,,,,62,
'2208,,,,,946,
'2211,,,,,788,
'2221,,,,,152,
'2227,,,,,62,
'2228,,,,,28,
'2230,,,,,30,
'2231,,,,,267,
'2233,,,,,179,
'2235,,,,,201,
'2236,,,,,27,
'2239,,,,,77,
'2241,,,,,76,
'2243,,,,,116,
'2247,,,,,25,
