Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,"-2,473","-121,806",49.25,175622,1.41
'2603,長榮,"-6,687","-315,158",47.13,589752,1.13
'2615,萬海,-425,"-23,550",55.41,69781,0.61
'2883,開發金,-279,"-2,875",10.3,70088,0.4
'6116,彩晶,-217,"-2,927",13.49,154403,0.14
