Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,18403,
'1102,,,,,7370,
'1103,,,,,1505,
'1104,,,,,366,
'1108,,,,,180,
'1109,,,,,338,
'1110,,,,,190,
'1201,,,,,629,
'1203,,,,,41,
'1210,,,,,1852,
'1213,,,,,22,
'1215,,,,,637,
'1216,,,,,9051,
'1217,,,,,1657,
'1218,,,,,478,
'1219,,,,,983,
'1220,,,,,238,
'1225,,,,,51,
'1227,,,,,802,
'1229,,,,,981,
'1231,,,,,393,
'1232,,,,,60,
'1233,,,,,17,
'1234,,,,,211,
'1235,,,,,11,
'1236,,,,,10,
'1240,,,,,114,
'1256,,,,,106,
'1258,,,,,190,
'1259,,,,,62,
'1264,,,,,1,
'1268,,,,,14,
'1301,,,,,6695,
'1303,,,,,11780,
'1304,,,,,5353,
'1305,,,,,7700,
'1307,,,,,62,
'1308,,,,,4177,
'1309,,,,,9153,
'1310,,,,,8640,
'1312,,,,,15950,
'1313,,,,,3333,
'1314,,,,,15167,
'1315,,,,,65,
'1316,,,,,779,
'1319,,,,,366,
'1321,,,,,596,
'1323,,,,,80,
'1324,,,,,15,
'1325,,,,,607,
'1326,,,,,5941,
'1336,,,,,62,
'1337,,,,,402,
'1338,,,,,358,
'1339,,,,,106,
'1340,,,,,83,
'1341,,,,,10,
'1342,,,,,3,
'1402,,,,,8679,
'1409,,,,,14990,
'1410,,,,,29,
'1413,,,,,102,
'1414,,,,,259,
'1416,,,,,425,
'1417,,,,,223,
'1418,,,,,21,
'1419,,,,,10,
'1423,,,,,88,
'1432,,,,,42,
'1434,,,,,1038,
'1435,,,,,16,
'1436,,,,,54,
'1437,,,,,80,
'1438,,,,,341,
'1439,,,,,67,
'1440,,,,,2522,
'1441,,,,,48,
'1442,,,,,1495,
'1443,,,,,4,
'1444,,,,,2640,
'1445,,,,,107,
'1446,,,,,192,
'1447,,,,,2100,
'1449,,,,,53,
'1451,,,,,161,
'1452,,,,,366,
'1453,,,,,11,
'1454,,,,,68,
'1455,,,,,4959,
'1456,,,,,2150,
'1457,,,,,550,
'1459,,,,,333,
'1460,,,,,533,
'1463,,,,,55,
'1464,,,,,443,
'1465,,,,,46,
'1466,,,,,552,
'1467,,,,,358,
'1468,,,,,60,
'1470,,,,,113,
'1471,,,,,359,
'1472,,,,,71,
'1473,,,,,27,
'1474,,,,,817,
'1475,,,,,50,
'1476,,,,,748,
'1477,,,,,814,
'1503,,,,,74,
'1504,,,,,1653,
'1506,,,,,122,
'1512,,,,,191,
'1513,,,,,1920,
'1514,,,,,364,
'1515,,,,,379,
'1516,,,,,50,
'1517,,,,,1338,
'1519,,,,,296,
'1521,,,,,25,
'1522,,,,,146,
'1524,,,,,4809,
'1525,,,,,31,
'1526,,,,,256,
'1527,,,,,742,
'1528,,,,,255,
'1529,,,,,166,
'1530,,,,,51,
'1531,,,,,279,
'1532,,,,,849,
'1533,,,,,117,
'1535,,,,,59,
'1536,,,,,512,
'1537,,,,,144,
