Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,9922,
'1102,,,,,5617,
'1103,,,,,2634,
'1104,,,,,287,
'1108,,,,,313,
'1109,,,,,192,
'1110,,,,,536,
'1201,,,,,1286,
'1203,,,,,5,
'1210,,,,,1261,
'1213,,,,,13,
'1215,,,,,270,
'1216,,,,,6297,
'1217,,,,,1254,
'1218,,,,,404,
'1219,,,,,564,
'1220,,,,,224,
'1225,,,,,29,
'1227,,,,,433,
'1229,,,,,2759,
'1231,,,,,284,
'1232,,,,,64,
'1233,,,,,9,
'1234,,,,,39,
'1235,,,,,0,
'1236,,,,,29,
'1240,,,,,19,
'1256,,,,,76,
'1258,,,,,78,
'1259,,,,,13,
'1264,,,,,2,
'1268,,,,,32,
'1301,,,,,3961,
'1303,,,,,5022,
'1304,,,,,6320,
'1305,,,,,3164,
'1307,,,,,114,
'1308,,,,,11353,
'1309,,,,,2106,
'1310,,,,,3447,
'1312,,,,,4402,
'1313,,,,,4714,
'1314,,,,,18932,
'1315,,,,,19,
'1316,,,,,636,
'1319,,,,,752,
'1321,,,,,354,
'1323,,,,,42,
'1324,,,,,38,
'1325,,,,,7003,
'1326,,,,,1999,
'1336,,,,,101,
'1337,,,,,300,
'1338,,,,,235,
'1339,,,,,59,
'1340,,,,,95,
'1341,,,,,49,
'1342,,,,,15,
'1402,,,,,2353,
'1409,,,,,2379,
'1410,,,,,35,
'1413,,,,,221,
'1414,,,,,706,
'1416,,,,,109,
'1417,,,,,273,
'1418,,,,,60,
'1419,,,,,4,
'1423,,,,,76,
'1432,,,,,52,
'1434,,,,,586,
'1435,,,,,26,
'1436,,,,,122,
'1437,,,,,35,
'1438,,,,,16,
'1439,,,,,7,
'1440,,,,,2331,
'1441,,,,,219,
'1442,,,,,929,
'1443,,,,,24,
'1444,,,,,1702,
'1445,,,,,133,
'1446,,,,,22,
'1447,,,,,1540,
'1449,,,,,31,
'1451,,,,,94,
'1452,,,,,258,
'1453,,,,,35,
'1454,,,,,25,
'1455,,,,,3377,
'1456,,,,,588,
'1457,,,,,356,
'1459,,,,,272,
'1460,,,,,3310,
'1463,,,,,82,
'1464,,,,,282,
'1465,,,,,171,
'1466,,,,,321,
'1467,,,,,770,
'1468,,,,,67,
'1470,,,,,93,
'1471,,,,,437,
'1472,,,,,22,
'1473,,,,,22,
'1474,,,,,671,
'1475,,,,,22,
'1476,,,,,354,
'1477,,,,,762,
'1503,,,,,44,
'1504,,,,,1254,
'1506,,,,,159,
'1512,,,,,21,
'1513,,,,,2814,
'1514,,,,,318,
'1515,,,,,367,
'1516,,,,,161,
'1517,,,,,1656,
'1519,,,,,396,
'1521,,,,,30,
'1522,,,,,223,
'1524,,,,,643,
'1525,,,,,14,
'1526,,,,,361,
'1527,,,,,377,
'1528,,,,,421,
'1529,,,,,1615,
'1530,,,,,92,
'1531,,,,,125,
'1532,,,,,664,
'1533,,,,,114,
'1535,,,,,41,
'1536,,,,,623,
'1537,,,,,151,
'1538,,,,,1,
'1539,,,,,9,
'1540,,,,,49,
'1541,,,,,4,
'1558,,,,,82,
'1560,,,,,1112,
'1565,,,,,239,
'1568,,,,,213,
'1569,,,,,155,
'1570,,,,,201,
'1580,,,,,144,
'1582,,,,,361,
'1583,,,,,11,
'1584,,,,,28562,
'1586,,,,,110,
'1587,,,,,102,
'1589,,,,,129,
'1590,,,,,626,
'1591,,,,,10,
'1593,,,,,112,
'1595,,,,,506,
'1597,,,,,517,
'1598,,,,,451,
'1599,,,,,85,
'1603,,,,,297,
'1604,,,,,1499,
'1605,,,,,6404,
'1608,,,,,2591,
'1609,,,,,2773,
'1611,,,,,295,
'1612,,,,,929,
'1614,,,,,20,
'1615,,,,,72,
'1616,,,,,354,
'1617,,,,,132,
'1618,,,,,316,
'1626,,,,,53,
'1701,,,,,677,
'1702,,,,,144,
'1707,,,,,57,
'1708,,,,,2230,
'1709,,,,,787,
'1710,,,,,1491,
'1711,,,,,15692,
'1712,,,,,541,
'1713,,,,,118,
'1714,,,,,4360,
'1717,,,,,1712,
'1718,,,,,3933,
'1720,,,,,158,
'1721,,,,,18,
'1722,,,,,911,
'1723,,,,,205,
'1725,,,,,58,
'1726,,,,,57,
'1727,,,,,34498,
'1730,,,,,55,
'1731,,,,,571,
'1732,,,,,868,
'1733,,,,,87,
'1734,,,,,4772,
'1735,,,,,0,
'1736,,,,,361,
'1737,,,,,73,
'1742,,,,,96,
'1752,,,,,66,
'1760,,,,,3744,
'1762,,,,,4592,
'1773,,,,,2302,
'1776,,,,,1784,
'1777,,,,,50,
'1781,,,,,375,
'1783,,,,,2137,
'1784,,,,,1092,
'1785,,,,,9624,
'1786,,,,,38,
'1788,,,,,23,
'1789,,,,,518,
'1795,,,,,1105,
'1796,,,,,2,
'1799,,,,,54,
'1802,,,,,11839,
'1805,,,,,32,
'1806,,,,,812,
'1808,,,,,73,
'1809,,,,,0,
'1810,,,,,124,
'1813,,,,,10,
'1815,,,,,5007,
'1817,,,,,56,
'1903,,,,,795,
'1904,,,,,1668,
'1905,,,,,4267,
'1906,,,,,882,
'1907,,,,,1652,
'1909,,,,,8982,
'2002,,,,,144136,
'2006,,,,,4311,
'2007,,,,,25728,
'2008,,,,,380,
'2009,,,,,4623,
'2010,,,,,8157,
'2012,,,,,1342,
'2013,,,,,3878,
'2014,,,,,21276,
'2015,,,,,1639,
'2017,,,,,2084,
'2020,,,,,1107,
'2022,,,,,6329,
'2023,,,,,22664,
'2024,,,,,1020,
'2025,,,,,811,
'2027,,,,,30744,
'2028,,,,,2163,
'2029,,,,,2861,
'2030,,,,,14268,
'2031,,,,,3952,
'2032,,,,,2523,
'2033,,,,,499,
'2034,,,,,4937,
'2035,,,,,36,
'2038,,,,,3444,
'2049,,,,,3345,
'2059,,,,,487,
'2061,,,,,50,
'2062,,,,,568,
'2063,,,,,66,
'2064,,,,,40,
'2065,,,,,207,
'2066,,,,,5,
'2067,,,,,80,
'2069,,,,,6078,
'2070,,,,,304,
'2101,,,,,2019,
'2102,,,,,411,
'2103,,,,,1682,
'2104,,,,,1821,
'2105,,,,,3716,
'2106,,,,,908,
'2107,,,,,429,
'2108,,,,,2733,
'2109,,,,,144,
'2114,,,,,85,
'2115,,,,,9,
'2201,,,,,2065,
'2204,,,,,679,
'2206,,,,,573,
'2207,,,,,76,
'2208,,,,,4007,
'2211,,,,,382,
'2221,,,,,1932,
'2227,,,,,32,
'2228,,,,,138,
'2230,,,,,11,
'2231,,,,,351,
'2233,,,,,259,
'2235,,,,,4,
'2236,,,,,28,
'2239,,,,,229,
'2241,,,,,272,
'2243,,,,,788,
'2247,,,,,42,
'2250,,,,,463,
'2301,,,,,5456,
'2302,,,,,307,
'2303,,,,,330249,
'2305,,,,,138,
'2308,,,,,5490,
'2312,,,,,2435,
