Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00637L,元大滬深300正2,-340,"-6,742",19.83,107440,0.32
'00664R,國泰臺灣加權反1,-616,"-4,169",6.77,28874,2.13
'2368,金像電,-150,"-11,368",75.79,27718,0.54
'2408,南亞科,-392,"-19,081",48.68,33986,1.15
'3231,緯創,-716,"-19,291",26.94,20107,3.56
'3707,漢磊,-119,"-13,258",111.41,14293,0.83
'6235,華孚,-121,"-5,358",44.28,26117,0.46
'6278,台表科,-212,"-18,827",88.81,12382,1.71
