交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-01,'2614,東森,27.2,357.0,,,27.2,357.0,,,,,,357.0,357.0,27.2
2022-06-02,'2614,東森,26.81,338.0,,,27.010330935251798,695.0,,,,,,338.0,695.0,27.010330935251798
2022-06-06,'2614,東森,27.24,226.0,,,27.066688382193266,921.0,,,,,,226.0,921.0,27.066688382193266
2022-06-07,'2614,東森,27.7,118.0,,,27.138614051973047,1039.0,,,,,,118.0,1039.0,27.138614051973047
