Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,11365,
'1102,,,,,15552,
'1103,,,,,261,
'1104,,,,,416,
'1108,,,,,311,
'1109,,,,,313,
'1110,,,,,1879,
'1201,,,,,559,
'1203,,,,,15,
'1210,,,,,1539,
'1213,,,,,20,
'1215,,,,,280,
'1216,,,,,7177,
'1217,,,,,650,
'1218,,,,,202,
'1219,,,,,967,
'1220,,,,,116,
'1225,,,,,62,
'1227,,,,,2924,
'1229,,,,,763,
'1231,,,,,65,
'1232,,,,,344,
'1233,,,,,2,
'1234,,,,,72,
'1235,,,,,0,
'1236,,,,,607,
'1240,,,,,59,
'1256,,,,,11,
'1258,,,,,5,
'1259,,,,,2,
'1264,,,,,12,
'1268,,,,,18,
'1301,,,,,4164,
'1303,,,,,5209,
'1304,,,,,3518,
'1305,,,,,2340,
'1307,,,,,159,
'1308,,,,,2820,
'1309,,,,,571,
'1310,,,,,658,
'1312,,,,,4608,
'1313,,,,,1792,
'1314,,,,,8262,
'1315,,,,,85,
'1316,,,,,4691,
'1319,,,,,682,
'1321,,,,,111,
'1323,,,,,27,
'1324,,,,,96,
'1325,,,,,824,
'1326,,,,,3313,
'1336,,,,,26,
'1337,,,,,222,
'1338,,,,,148,
'1339,,,,,12,
'1340,,,,,43,
'1341,,,,,2,
'1342,,,,,109,
'1402,,,,,4092,
'1409,,,,,3163,
'1410,,,,,63,
'1413,,,,,189,
'1414,,,,,2984,
'1416,,,,,175,
'1417,,,,,500,
'1418,,,,,2,
'1419,,,,,73,
'1423,,,,,44,
'1432,,,,,148,
'1434,,,,,17068,
'1435,,,,,42,
'1436,,,,,38,
'1437,,,,,169,
'1438,,,,,51,
'1439,,,,,40,
'1440,,,,,59744,
'1441,,,,,82,
'1442,,,,,444,
'1443,,,,,4,
'1444,,,,,1720,
'1445,,,,,262,
'1446,,,,,61,
'1447,,,,,991,
'1449,,,,,59,
'1451,,,,,127,
'1452,,,,,1374,
'1453,,,,,276,
'1454,,,,,3059,
'1455,,,,,3926,
'1456,,,,,71,
'1457,,,,,315,
'1459,,,,,348,
'1460,,,,,1187,
'1463,,,,,718,
'1464,,,,,883,
'1465,,,,,43,
'1466,,,,,146,
'1467,,,,,260,
'1468,,,,,47,
'1470,,,,,15,
'1471,,,,,1009,
'1472,,,,,4,
'1473,,,,,40,
'1474,,,,,207,
'1475,,,,,16,
'1476,,,,,297,
'1477,,,,,1084,
'1503,,,,,128,
'1504,,,,,1458,
'1506,,,,,862,
'1512,,,,,126,
'1513,,,,,2822,
'1514,,,,,2064,
'1515,,,,,1113,
'1516,,,,,531,
'1517,,,,,930,
'1519,,,,,916,
'1521,,,,,35,
'1522,,,,,176,
'1524,,,,,335,
'1525,,,,,35,
'1526,,,,,224,
'1527,,,,,80,
'1528,,,,,764,
'1529,,,,,1792,
'1530,,,,,11,
'1531,,,,,141,
'1532,,,,,154,
'1533,,,,,111,
'1535,,,,,26,
'1536,,,,,469,
'1537,,,,,52,
'1538,,,,,3,
'1539,,,,,372,
'1540,,,,,63,
'1541,,,,,3,
'1558,,,,,26,
'1560,,,,,1890,
'1565,,,,,105,
'1568,,,,,50,
'1569,,,,,212,
'1570,,,,,860,
'1580,,,,,41,
'1582,,,,,149,
'1583,,,,,4,
'1584,,,,,239,
'1586,,,,,134,
'1587,,,,,120,
'1589,,,,,1234,
'1590,,,,,653,
'1591,,,,,39,
'1593,,,,,13,
'1595,,,,,128,
'1597,,,,,54,
'1598,,,,,151,
'1599,,,,,123,
'1603,,,,,99,
'1604,,,,,190,
'1605,,,,,6014,
'1608,,,,,1448,
'1609,,,,,15665,
'1611,,,,,21412,
'1612,,,,,7903,
'1614,,,,,73,
'1615,,,,,43,
'1616,,,,,3479,
'1617,,,,,67,
'1618,,,,,236,
'1626,,,,,106,
'1701,,,,,152,
'1702,,,,,175,
'1707,,,,,119,
'1708,,,,,1552,
'1709,,,,,881,
'1710,,,,,3141,
'1711,,,,,4934,
'1712,,,,,468,
'1713,,,,,18,
'1714,,,,,3238,
'1717,,,,,1249,
'1718,,,,,2765,
'1720,,,,,744,
'1721,,,,,14422,
'1722,,,,,3563,
'1723,,,,,303,
'1725,,,,,168,
'1726,,,,,22,
'1727,,,,,4414,
'1730,,,,,41,
'1731,,,,,195,
'1732,,,,,8096,
'1733,,,,,528,
'1734,,,,,629,
'1735,,,,,6,
'1736,,,,,374,
'1737,,,,,157,
'1742,,,,,24,
'1752,,,,,70,
'1760,,,,,525,
'1762,,,,,197,
'1773,,,,,121,
'1776,,,,,155,
'1777,,,,,95,
'1781,,,,,96,
'1783,,,,,176,
'1784,,,,,100,
'1785,,,,,2626,
'1786,,,,,26,
'1788,,,,,12,
'1789,,,,,410,
'1795,,,,,1721,
'1796,,,,,29,
'1799,,,,,315,
'1802,,,,,6479,
'1805,,,,,11,
'1806,,,,,1235,
'1808,,,,,66,
'1809,,,,,3515,
'1810,,,,,10805,
'1813,,,,,4,
'1815,,,,,1145,
'1817,,,,,13,
'1903,,,,,289,
'1904,,,,,2162,
'1905,,,,,2393,
'1906,,,,,141,
'1907,,,,,2214,
'1909,,,,,4012,
'2002,,,,,115622,
'2006,,,,,16408,
'2007,,,,,3966,
'2008,,,,,282,
'2009,,,,,1258,
'2010,,,,,12065,
'2012,,,,,1610,
'2013,,,,,22788,
'2014,,,,,129699,
'2015,,,,,1316,
'2017,,,,,4036,
'2020,,,,,683,
'2022,,,,,10700,
'2023,,,,,25851,
'2024,,,,,136,
'2025,,,,,1505,
'2027,,,,,35595,
'2028,,,,,6662,
'2029,,,,,2585,
'2030,,,,,12960,
'2031,,,,,5830,
'2032,,,,,1255,
'2033,,,,,574,
'2034,,,,,4185,
'2035,,,,,69,
'2038,,,,,6535,
'2049,,,,,1006,
'2059,,,,,112,
'2061,,,,,92,
'2062,,,,,102,
'2063,,,,,31,
'2064,,,,,42,
'2065,,,,,66,
'2066,,,,,40,
'2067,,,,,10,
'2069,,,,,2862,
'2070,,,,,59,
'2101,,,,,2056,
'2102,,,,,382,
'2103,,,,,43962,
'2104,,,,,13077,
'2105,,,,,5890,
'2106,,,,,758,
'2107,,,,,198,
'2108,,,,,5682,
'2109,,,,,77,
'2114,,,,,35,
'2115,,,,,36,
'2201,,,,,3818,
'2204,,,,,643,
'2206,,,,,325,
'2207,,,,,281,
'2208,,,,,1346,
'2211,,,,,858,
'2221,,,,,236,
'2227,,,,,67,
'2228,,,,,36,
'2230,,,,,48,
'2231,,,,,193,
'2233,,,,,75,
'2235,,,,,0,
'2236,,,,,14,
'2239,,,,,82,
'2241,,,,,262,
'2243,,,,,186,
'2247,,,,,28,
'2250,,,,,598,
'2301,,,,,7403,
'2302,,,,,168,
'2303,,,,,64252,
'2305,,,,,2047,
'2308,,,,,3285,
'2312,,,,,27712,
'2313,,,,,6493,
'2314,,,,,4358,
'2316,,,,,492,
'2317,,,,,18272,
'2321,,,,,18,
'2323,,,,,3139,
'2324,,,,,14738,
'2327,,,,,1320,
'2328,,,,,1895,
'2329,,,,,2478,
'2330,,,,,22381,
'2331,,,,,2527,
'2332,,,,,1364,
'2337,,,,,6149,
'2338,,,,,4491,
'2340,,,,,14025,
'2342,,,,,2578,
'2344,,,,,14066,
'2345,,,,,4227,
'2347,,,,,37320,
'2348,,,,,193,
'2349,,,,,1152,
'2351,,,,,984,
'2352,,,,,4370,
'2353,,,,,18484,
'2354,,,,,2047,
'2355,,,,,3827,
'2356,,,,,12350,
'2357,,,,,1915,
'2358,,,,,972,
'2359,,,,,358,
'2360,,,,,1120,
'2362,,,,,730,
'2363,,,,,3096,
'2364,,,,,17,
'2365,,,,,380,
'2367,,,,,1627,
'2368,,,,,3219,
'2369,,,,,3859,
'2371,,,,,28761,
'2373,,,,,15,
'2374,,,,,4375,
'2375,,,,,3889,
'2376,,,,,16100,
'2377,,,,,2839,
'2379,,,,,1587,
'2380,,,,,9720,
'2382,,,,,9656,
'2383,,,,,970,
'2385,,,,,2668,
'2387,,,,,1110,
'2388,,,,,16640,
'2390,,,,,5009,
'2392,,,,,412,
'2393,,,,,1275,
'2395,,,,,1557,
'2397,,,,,17,
'2399,,,,,3870,
'2401,,,,,3139,
'2402,,,,,364,
'2404,,,,,2634,
'2405,,,,,11118,
'2406,,,,,13198,
'2408,,,,,13804,
'2409,,,,,116017,
'2412,,,,,6016,
'2413,,,,,817,
'2414,,,,,219,
'2415,,,,,247,
'2417,,,,,333,
'2419,,,,,1816,
'2420,,,,,827,
'2421,,,,,890,
'2423,,,,,139,
'2424,,,,,25,
'2425,,,,,368,
'2426,,,,,1889,
'2427,,,,,263,
'2428,,,,,297,
'2429,,,,,187,
'2430,,,,,181,
'2431,,,,,1444,
'2433,,,,,25,
'2434,,,,,1,
'2436,,,,,12233,
'2438,,,,,38,
'2439,,,,,604,
'2440,,,,,172,
'2441,,,,,2239,
'2442,,,,,2143,
'2443,,,,,93,
'2444,,,,,4067,
'2449,,,,,5017,
'2450,,,,,68,
'2451,,,,,1587,
'2453,,,,,1304,
'2454,,,,,3333,
'2455,,,,,1058,
'2457,,,,,33046,
'2458,,,,,2229,
'2459,,,,,42,
'2460,,,,,1050,
'2461,,,,,303,
'2462,,,,,131,
'2464,,,,,252,
'2465,,,,,11646,
'2466,,,,,65,
'2467,,,,,106,
'2468,,,,,259,
'2471,,,,,264,
'2472,,,,,210,
'2474,,,,,3868,
'2476,,,,,3784,
'2477,,,,,285,
'2478,,,,,151,
'2480,,,,,78,
'2481,,,,,6395,
'2482,,,,,10005,
'2483,,,,,462,
'2484,,,,,1469,
'2485,,,,,2504,
'2486,,,,,1415,
'2488,,,,,255,
'2489,,,,,2821,
'2491,,,,,74,
'2492,,,,,2105,
'2493,,,,,138,
'2495,,,,,8692,
'2496,,,,,15,
'2497,,,,,8490,
'2498,,,,,77376,
'2501,,,,,175,
'2504,,,,,31344,
'2505,,,,,229,
'2506,,,,,84,
'2509,,,,,195,
'2511,,,,,1680,
'2514,,,,,77,
'2515,,,,,2291,
'2516,,,,,404,
'2520,,,,,1146,
'2524,,,,,107,
'2527,,,,,391,
'2528,,,,,7,
'2530,,,,,187,
'2534,,,,,564,
'2535,,,,,251,
'2536,,,,,207,
'2537,,,,,1911,
'2538,,,,,1666,
'2539,,,,,141,
'2540,,,,,32,
'2542,,,,,10107,
'2543,,,,,141,
'2545,,,,,224,
'2546,,,,,52,
'2547,,,,,387,
'2548,,,,,289,
'2596,,,,,142,
'2597,,,,,161,
'2601,,,,,4500,
'2603,,,,,90051,
'2605,,,,,4185,
'2606,,,,,23573,
'2607,,,,,2415,
'2608,,,,,476,
'2609,,,,,44854,
'2610,,,,,130396,
'2611,,,,,917,
'2612,,,,,928,
'2613,,,,,177,
'2614,,,,,6578,
'2615,,,,,47035,
'2616,,,,,45,
'2617,,,,,2275,
'2618,,,,,86703,
'2630,,,,,96,
'2633,,,,,2512,
'2634,,,,,951,
'2636,,,,,1686,
'2637,,,,,18352,
'2640,,,,,1093,
'2641,,,,,2537,
'2642,,,,,408,
'2643,,,,,65,
'2701,,,,,135,
'2702,,,,,72,
'2704,,,,,790,
'2705,,,,,102,
'2706,,,,,114,
'2707,,,,,116,
'2712,,,,,1,
'2718,,,,,11,
'2719,,,,,2,
'2722,,,,,103,
'2723,,,,,218,
'2724,,,,,0,
'2726,,,,,61,
'2727,,,,,308,
'2729,,,,,33,
'2731,,,,,63,
'2732,,,,,86,
'2734,,,,,60,
'2736,,,,,35,
'2739,,,,,90,
'2740,,,,,8,
'2743,,,,,2,
'2745,,,,,0,
'2748,,,,,131,
'2752,,,,,3,
'2753,,,,,98,
'2754,,,,,49,
'2755,,,,,7,
'2801,,,,,8452,
'2809,,,,,12375,
'2812,,,,,3392,
'2816,,,,,29,
'2820,,,,,2518,
'2832,,,,,92,
'2834,,,,,14028,
'2836,,,,,138,
'2838,,,,,1406,
'2841,,,,,502,
'2845,,,,,2192,
'2849,,,,,125,
'2850,,,,,203,
'2851,,,,,317,
'2852,,,,,136,
'2855,,,,,499,
'2867,,,,,2617,
'2880,,,,,8765,
'2881,,,,,17531,
'2882,,,,,16361,
'2883,,,,,124177,
'2884,,,,,9006,
'2885,,,,,16846,
'2886,,,,,20943,
'2887,,,,,16205,
'2888,,,,,44847,
'2889,,,,,4599,
'2890,,,,,12889,
'2891,,,,,22235,
'2892,,,,,12130,
'2897,,,,,1462,
'2901,,,,,16,
'2903,,,,,324,
'2904,,,,,51,
'2905,,,,,685,
'2906,,,,,70,
'2908,,,,,100,
'2910,,,,,7,
'2911,,,,,218,
'2912,,,,,1393,
'2913,,,,,1009,
'2915,,,,,10851,
'2916,,,,,0,
'2923,,,,,20,
'2924,,,,,0,
'2926,,,,,12,
'2929,,,,,78,
'2936,,,,,22,
'2937,,,,,32,
'2939,,,,,115,
'2945,,,,,82,
'2947,,,,,39,
'3002,,,,,184,
'3003,,,,,776,
'3004,,,,,32,
'3005,,,,,1336,
'3006,,,,,8086,
'3008,,,,,2728,
'3010,,,,,4200,
'3011,,,,,1221,
'3013,,,,,734,
'3014,,,,,559,
'3015,,,,,138,
'3016,,,,,4736,
'3017,,,,,5012,
'3018,,,,,245,
'3019,,,,,4028,
'3021,,,,,488,
'3022,,,,,112,
'3023,,,,,592,
'3024,,,,,311,
'3025,,,,,775,
'3026,,,,,573,
'3027,,,,,582,
'3028,,,,,2296,
'3029,,,,,465,
'3030,,,,,146,
'3031,,,,,780,
'3032,,,,,99,
'3033,,,,,27931,
'3034,,,,,7392,
'3035,,,,,55602,
'3036,,,,,2431,
'3037,,,,,19801,
'3038,,,,,273,
'3040,,,,,42,
'3041,,,,,42368,
'3042,,,,,2576,
'3043,,,,,238,
'3044,,,,,1447,
'3045,,,,,2260,
'3046,,,,,1300,
'3047,,,,,6655,
'3048,,,,,1195,
'3049,,,,,35736,
'3050,,,,,16843,
'3052,,,,,118,
'3054,,,,,72,
'3055,,,,,82,
'3056,,,,,1397,
'3057,,,,,911,
'3058,,,,,477,
'3059,,,,,28069,
'3060,,,,,11269,
'3062,,,,,4733,
'3064,,,,,13,
'3066,,,,,326,
'3067,,,,,0,
'3071,,,,,3040,
'3073,,,,,22,
'3078,,,,,340,
'3081,,,,,231,
'3083,,,,,11711,
'3085,,,,,25,
'3086,,,,,974,
'3088,,,,,132,
'3089,,,,,11,
'3090,,,,,244,
'3092,,,,,332,
'3093,,,,,17,
'3094,,,,,952,
'3095,,,,,24,
'3105,,,,,2848,
'3114,,,,,1509,
'3115,,,,,36,
'3118,,,,,33,
'3122,,,,,1020,
'3128,,,,,4723,
'3130,,,,,9,
'3131,,,,,69,
'3138,,,,,640,
'3141,,,,,17802,
'3147,,,,,70,
'3149,,,,,489,
'3152,,,,,278,
'3162,,,,,145,
'3163,,,,,67,
'3164,,,,,78,
'3167,,,,,367,
'3169,,,,,5984,
'3171,,,,,13,
'3176,,,,,627,
'3178,,,,,79,
'3188,,,,,27,
'3189,,,,,6065,
'3191,,,,,403,
'3202,,,,,4685,
'3205,,,,,43,
'3206,,,,,26,
'3207,,,,,1208,
'3209,,,,,479,
'3211,,,,,258,
'3213,,,,,65,
'3217,,,,,1088,
'3218,,,,,73,
'3219,,,,,25,
'3221,,,,,3406,
'3224,,,,,842,
'3226,,,,,1,
'3227,,,,,286,
'3228,,,,,594,
'3229,,,,,109,
'3230,,,,,295,
