Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-429,"-2,864",6.68,257225,0.17
'2812,台中銀,-200,"-2,140",10.7,4993,4.01
