Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2618,長榮航,-136,"-4,458",32.78,104505,0.13
'2888,新光金,-128,"-1,167",9.12,65306,0.2
'3596,智易,-103,"-13,151",127.68,9078,1.13
'4906,正文,-128,"-3,998",31.23,10301,1.24
