Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1905,華紙,"-1,480","-42,338",28.61,117893,1.26
'2002,中鋼,-208,"-7,612",36.6,152766,0.14
'2014,中鴻,-717,"-33,814",47.16,16831,4.26
'2609,陽明,-489,"-52,520",107.4,440136,0.11
'3711,日月光投控,-350,"-41,318",118.05,30003,1.17
'6223,旺矽,-305,"-37,552",123.12,10905,2.8
