Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1802,台玻,-604,"-21,203",35.1,66947,0.9
'2610,華航,-207,"-4,056",19.59,123578,0.17
'3481,群創,-269,"-5,674",21.09,238792,0.11
'5608,四維航,-481,"-29,238",60.79,9072,5.3
'6269,台郡,-465,"-63,488",136.53,16942,2.74
'6485,點序,-210,"-30,620",145.81,1857,11.31
