Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'3037,欣興,-657,"-101,992",155.24,24732,2.66
'3558,神準,-285,"-57,734",202.58,22999,1.24
'3653,健策,-310,"-90,464",291.82,2145,14.45
'8069,元太,-830,"-143,078",172.38,37663,2.2
