Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,22851,
'1102,,,,,8713,
'1103,,,,,527,
'1104,,,,,313,
'1108,,,,,229,
'1109,,,,,1038,
'1110,,,,,2598,
'1201,,,,,828,
'1203,,,,,42,
'1210,,,,,1303,
'1213,,,,,28,
'1215,,,,,719,
'1216,,,,,4584,
'1217,,,,,1795,
'1218,,,,,718,
'1219,,,,,381,
'1220,,,,,130,
'1225,,,,,20,
'1227,,,,,803,
'1229,,,,,4968,
'1231,,,,,278,
'1232,,,,,76,
'1233,,,,,24,
'1234,,,,,96,
'1235,,,,,8,
'1236,,,,,42,
'1240,,,,,9,
'1256,,,,,48,
'1258,,,,,2,
'1259,,,,,16,
'1264,,,,,3,
'1268,,,,,4,
'1301,,,,,6660,
'1303,,,,,7805,
'1304,,,,,35131,
'1305,,,,,5816,
'1307,,,,,83,
'1308,,,,,64521,
'1309,,,,,3106,
'1310,,,,,2604,
'1312,,,,,9919,
'1313,,,,,10513,
'1314,,,,,18207,
'1315,,,,,29,
'1316,,,,,1607,
'1319,,,,,879,
'1321,,,,,113,
'1323,,,,,416,
'1324,,,,,16,
'1325,,,,,1729,
'1326,,,,,3675,
'1336,,,,,45,
'1337,,,,,428,
'1338,,,,,93,
'1339,,,,,72,
'1340,,,,,74,
'1341,,,,,26,
'1342,,,,,13,
'1402,,,,,5527,
'1409,,,,,10089,
'1410,,,,,8,
'1413,,,,,95,
'1414,,,,,290,
'1416,,,,,195,
'1417,,,,,122,
'1418,,,,,30,
'1419,,,,,7,
'1423,,,,,32,
'1432,,,,,32,
'1434,,,,,1374,
'1435,,,,,24,
'1436,,,,,57,
'1437,,,,,77,
'1438,,,,,22,
'1439,,,,,18,
'1440,,,,,4192,
'1441,,,,,140,
'1442,,,,,7624,
'1443,,,,,31,
'1444,,,,,1738,
'1445,,,,,774,
'1446,,,,,32,
'1447,,,,,909,
'1449,,,,,121,
'1451,,,,,111,
'1452,,,,,334,
'1453,,,,,85,
'1454,,,,,67,
'1455,,,,,2193,
'1456,,,,,318,
'1457,,,,,562,
'1459,,,,,262,
'1460,,,,,3577,
'1463,,,,,39,
'1464,,,,,279,
'1465,,,,,34,
'1466,,,,,277,
'1467,,,,,1776,
'1468,,,,,68,
'1470,,,,,0,
'1471,,,,,458,
'1472,,,,,3,
'1473,,,,,12,
'1474,,,,,874,
'1475,,,,,39,
'1476,,,,,1214,
'1477,,,,,1611,
'1503,,,,,595,
'1504,,,,,4174,
'1506,,,,,101,
'1512,,,,,74,
'1513,,,,,2118,
'1514,,,,,384,
'1515,,,,,346,
'1516,,,,,33,
'1517,,,,,1926,
'1519,,,,,1999,
'1521,,,,,25,
'1522,,,,,135,
'1524,,,,,102,
'1525,,,,,73,
'1526,,,,,528,
'1527,,,,,279,
'1528,,,,,682,
'1529,,,,,676,
'1530,,,,,21,
'1531,,,,,428,
'1532,,,,,1043,
'1533,,,,,115,
'1535,,,,,51,
'1536,,,,,635,
'1537,,,,,131,
'1538,,,,,10,
'1539,,,,,23,
'1540,,,,,29,
'1541,,,,,12,
'1558,,,,,94,
'1560,,,,,693,
'1565,,,,,193,
'1568,,,,,96,
'1569,,,,,96,
'1570,,,,,8796,
'1580,,,,,50,
'1582,,,,,377,
'1583,,,,,8,
'1584,,,,,10507,
'1586,,,,,79,
'1587,,,,,71,
'1589,,,,,207,
'1590,,,,,1254,
'1591,,,,,35,
'1593,,,,,300,
'1595,,,,,197,
'1597,,,,,180,
'1598,,,,,417,
'1599,,,,,58,
'1603,,,,,108,
'1604,,,,,7925,
'1605,,,,,17646,
'1608,,,,,1614,
'1609,,,,,7017,
'1611,,,,,746,
'1612,,,,,2058,
'1614,,,,,62,
'1615,,,,,91,
'1616,,,,,174,
'1617,,,,,181,
'1618,,,,,315,
'1626,,,,,129,
'1701,,,,,247,
'1702,,,,,225,
'1707,,,,,65,
'1708,,,,,7606,
'1709,,,,,33995,
'1710,,,,,3599,
'1711,,,,,299322,
'1712,,,,,862,
'1713,,,,,79,
'1714,,,,,8590,
'1717,,,,,11988,
'1718,,,,,5744,
'1720,,,,,128,
'1721,,,,,9053,
'1722,,,,,5201,
'1723,,,,,1283,
'1725,,,,,56,
'1726,,,,,14,
'1727,,,,,82652,
'1730,,,,,21,
'1731,,,,,168,
