交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-19,'2303,聯電,,,50.72,-221.0,-0.0,-221.0,,,,,,0.0,0.0,0.0
2022-05-24,'2303,聯電,49.58,150.0,,,-104.74647887323944,-71.0,,,,,,0.0,0.0,
2022-05-30,'2303,聯電,,,50.95,-224.0,-104.74647887323944,-295.0,205500.0,3179.0,3267.0,22928.0,176126.0,,0.0,
2022-06-20,'2303,聯電,48.36,397.0,,,491.1679536039768,102.0,,,,,,397.0,397.0,
