Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00677U,期富邦VIX,-305,"-1,139",3.73,692109,0.04
'3006,晶豪科,-675,"-44,470",65.88,59512,1.13
'3016,嘉晶,-998,"-78,511",78.67,42250,2.36
'3231,緯創,-730,"-23,055",31.58,28736,2.54
'5243,乙盛-KY,-256,"-18,329",71.6,26512,0.97
