Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'4162,智擎,-322,"-43,248",134.31,17131,1.88
'5880,合庫金,-112,"-3,034",27.09,6655,1.68
'6104,創惟,-297,"-30,746",103.52,7019,4.23
