Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,"-1,352","-8,336",6.17,122447,1.1
'2354,鴻準,"-1,420","-102,027",71.85,30497,4.66
'3006,晶豪科,-232,"-22,410",96.59,69422,0.33
'3481,群創,-394,"-7,042",17.87,661197,0.06
