Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2314,台揚,"-2,096","-195,407",93.23,27865,7.52
'2436,偉詮電,"-1,286","-139,541",108.51,46975,2.74
'2618,長榮航,-291,"-8,516",29.26,691425,0.04
'2809,京城銀,-295,"-12,094",41.0,1376,21.44
'6443,元晶,-204,"-7,580",37.16,55544,0.37
