Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1727,中華化,-549,"-20,692",37.69,56214,0.98
'2014,中鴻,-395,"-14,296",36.19,15687,2.52
'3707,漢磊,-487,"-63,391",130.17,67451,0.72
