Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,-224,"-11,413",50.95,56562,0.4
'3037,欣興,-233,"-48,961",210.13,37682,0.62
'3481,群創,-148,"-2,081",14.06,40782,0.36
'3552,同致,-221,"-41,343",187.07,12776,1.73
'4433,興采,-228,"-8,467",37.14,4506,5.06
'8069,元太,-399,"-85,249",213.66,45144,0.88
