交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-27,'3037,欣興,205.79,214.0,,,205.79,214.0,,,,,,0.0,0.0,0.0
2022-05-30,'3037,欣興,,,210.13,-233.0,205.79,-19.0,928760.0,18827.0,19224.0,134903.0,755806.0,0.0,0.0,
2022-06-02,'3037,欣興,203.85,218.0,,,203.6647738693467,199.0,,,,,,0.0,0.0,
2022-06-09,'3037,欣興,,,208.09,-196.0,203.6647738693467,3.0,831040.0,17081.0,17436.0,122357.0,674166.0,,0.0,
2022-06-14,'3037,欣興,200.97,753.0,,,200.9806935471006,756.0,,,,,,753.0,753.0,
2022-06-16,'3037,欣興,173.73,293.0,,,193.36920335710965,1049.0,,,,,,293.0,1046.0,
