交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-06-02,'3558,神準,,,219.68,-139.0,-0.0,-139.0,,,,,,0.0,0.0,0.0
2022-06-06,'3558,神準,,,227.81,-100.0,-0.0,-239.0,0.0,0.0,0.0,0.0,0.0,,0.0,
