Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,-272,"-17,008",62.53,205442,0.13
'2371,大同,-433,"-13,057",30.15,112510,0.38
'3264,欣銓,-616,"-43,163",70.07,106028,0.58
'9105,泰金寶-DR,-407,"-1,976",4.86,27576,1.48
