交易日期,代號,名稱,買均,買量,賣均,賣量,累計買均,累計買量,損益,進場手續費,出場手續費,交易稅,淨損益,餘量,餘累買量,餘買均
2022-05-09,'3374,精材,132.05,321.0,,,132.05,321.0,,,,,,321.0,321.0,132.05
2022-05-11,'3374,精材,,,135.86,-337.0,132.05,-16.0,0.0,0.0,0.0,0.0,0.0,,321.0,132.05
2022-05-17,'3374,精材,139.99,299.0,,,140.43890459363956,283.0,,,,,,299.0,620.0,135.87912903225805
2022-05-18,'3374,精材,,,141.94,-154.0,140.43890459363956,129.0,0.0,0.0,0.0,0.0,0.0,,620.0,135.87912903225805
2022-05-19,'3374,精材,,,141.82,-152.0,140.43890459363956,-23.0,0.0,0.0,0.0,0.0,0.0,,620.0,135.87912903225805
