Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,45545,
'1102,,,,,26329,
'1103,,,,,1349,
'1104,,,,,491,
'1108,,,,,332,
'1109,,,,,1055,
'1110,,,,,670,
'1201,,,,,453,
'1203,,,,,35,
'1210,,,,,1831,
'1213,,,,,35,
'1215,,,,,628,
'1216,,,,,4699,
'1217,,,,,1841,
'1218,,,,,327,
'1219,,,,,268,
'1220,,,,,219,
'1225,,,,,28,
'1227,,,,,379,
'1229,,,,,773,
'1231,,,,,404,
'1232,,,,,57,
'1233,,,,,4,
'1234,,,,,90,
'1235,,,,,4,
'1236,,,,,22,
'1240,,,,,13,
'1256,,,,,73,
'1258,,,,,19,
'1259,,,,,9,
'1264,,,,,6,
'1268,,,,,6,
'1301,,,,,4593,
'1303,,,,,6361,
'1304,,,,,3067,
'1305,,,,,5924,
'1307,,,,,142,
'1308,,,,,4703,
'1309,,,,,1807,
'1310,,,,,777,
'1312,,,,,3513,
'1313,,,,,18941,
'1314,,,,,17104,
'1315,,,,,89,
'1316,,,,,328,
'1319,,,,,705,
'1321,,,,,23,
'1323,,,,,103,
'1324,,,,,41,
'1325,,,,,638,
'1326,,,,,2706,
'1336,,,,,614,
'1337,,,,,660,
'1338,,,,,277,
'1339,,,,,34,
'1340,,,,,113,
'1341,,,,,4,
'1342,,,,,35,
'1402,,,,,5684,
'1409,,,,,1687,
'1410,,,,,1,
'1413,,,,,86,
'1414,,,,,220,
'1416,,,,,428,
'1417,,,,,261,
'1418,,,,,22,
'1419,,,,,32,
'1423,,,,,90,
'1432,,,,,81,
'1434,,,,,1460,
'1435,,,,,29,
'1436,,,,,25,
'1437,,,,,280,
'1438,,,,,3,
'1439,,,,,7,
'1440,,,,,3058,
'1441,,,,,104,
'1442,,,,,259,
'1443,,,,,25,
'1444,,,,,1672,
'1445,,,,,111,
'1446,,,,,51,
'1447,,,,,2075,
'1449,,,,,36,
'1451,,,,,445,
'1452,,,,,3418,
'1453,,,,,111,
'1454,,,,,89,
'1455,,,,,3566,
'1456,,,,,9480,
'1457,,,,,430,
'1459,,,,,451,
'1460,,,,,545,
'1463,,,,,94,
'1464,,,,,588,
'1465,,,,,7,
'1466,,,,,981,
'1467,,,,,131,
'1468,,,,,30,
'1470,,,,,119,
'1471,,,,,489,
'1472,,,,,13,
'1473,,,,,21,
'1474,,,,,334,
'1475,,,,,4,
'1476,,,,,514,
'1477,,,,,1963,
'1503,,,,,46,
'1504,,,,,859,
'1506,,,,,110,
'1512,,,,,60,
'1513,,,,,1719,
'1514,,,,,1327,
'1515,,,,,600,
'1516,,,,,405,
'1517,,,,,5765,
'1519,,,,,379,
'1521,,,,,31,
'1522,,,,,183,
'1524,,,,,272,
'1525,,,,,49,
'1526,,,,,928,
'1527,,,,,338,
'1528,,,,,506,
'1529,,,,,204,
'1530,,,,,14,
'1531,,,,,44,
'1532,,,,,249,
'1533,,,,,188,
'1535,,,,,167,
'1536,,,,,709,
'1537,,,,,182,
'1538,,,,,0,
'1539,,,,,29,
'1540,,,,,160,
'1541,,,,,20,
'1558,,,,,78,
'1560,,,,,244,
'1565,,,,,1180,
'1568,,,,,198,
'1569,,,,,507,
'1570,,,,,59,
'1580,,,,,87,
'1582,,,,,304,
'1583,,,,,2,
'1584,,,,,188,
'1586,,,,,139,
'1587,,,,,105,
'1589,,,,,192,
'1590,,,,,405,
'1591,,,,,6,
'1593,,,,,96,
'1595,,,,,32,
'1597,,,,,331,
'1598,,,,,323,
'1599,,,,,28,
'1603,,,,,916,
'1604,,,,,493,
'1605,,,,,76707,
'1608,,,,,20648,
'1609,,,,,30836,
'1611,,,,,184,
'1612,,,,,3351,
'1614,,,,,75,
'1615,,,,,269,
'1616,,,,,982,
'1617,,,,,520,
'1618,,,,,810,
'1626,,,,,46,
'1701,,,,,472,
'1702,,,,,243,
'1707,,,,,160,
'1708,,,,,666,
'1709,,,,,571,
'1710,,,,,1385,
'1711,,,,,1462,
'1712,,,,,588,
'1713,,,,,76,
'1714,,,,,2209,
'1717,,,,,1474,
'1718,,,,,6595,
'1720,,,,,211,
'1721,,,,,112,
'1722,,,,,952,
'1723,,,,,64,
'1725,,,,,2604,
'1726,,,,,50,
'1727,,,,,117,
'1730,,,,,56,
'1731,,,,,469,
'1732,,,,,287,
'1733,,,,,128,
'1734,,,,,21521,
'1735,,,,,7,
'1736,,,,,306,
'1737,,,,,366,
'1742,,,,,471,
'1752,,,,,67,
'1760,,,,,1011,
'1762,,,,,473,
'1773,,,,,1288,
'1776,,,,,42,
'1777,,,,,66,
'1781,,,,,20,
'1783,,,,,4159,
'1784,,,,,1090,
'1785,,,,,2984,
'1786,,,,,72,
'1788,,,,,40,
'1789,,,,,455,
'1795,,,,,1814,
'1796,,,,,1,
'1799,,,,,70,
'1802,,,,,18273,
'1805,,,,,506,
'1806,,,,,1346,
'1808,,,,,134,
'1809,,,,,2862,
'1810,,,,,221,
'1813,,,,,10,
'1815,,,,,10319,
'1817,,,,,63,
'1903,,,,,208,
'1904,,,,,4637,
'1905,,,,,3377,
'1906,,,,,213,
'1907,,,,,1973,
'1909,,,,,4849,
'2002,,,,,56480,
'2006,,,,,4838,
'2007,,,,,55357,
'2008,,,,,305,
'2009,,,,,45345,
'2010,,,,,5547,
'2012,,,,,745,
'2013,,,,,374,
'2014,,,,,13365,
'2015,,,,,453,
'2017,,,,,2228,
'2020,,,,,2163,
'2022,,,,,6563,
'2023,,,,,30698,
'2024,,,,,715,
'2025,,,,,516,
'2027,,,,,25098,
'2028,,,,,1728,
'2029,,,,,4969,
'2030,,,,,12065,
'2031,,,,,5091,
'2032,,,,,1867,
'2033,,,,,1492,
'2034,,,,,12271,
'2035,,,,,261,
'2038,,,,,3160,
'2049,,,,,1901,
'2059,,,,,57,
'2061,,,,,92,
'2062,,,,,331,
'2063,,,,,31,
'2064,,,,,247,
'2065,,,,,195,
'2066,,,,,8,
'2067,,,,,63,
'2069,,,,,3255,
'2070,,,,,61,
'2101,,,,,4795,
'2102,,,,,548,
'2103,,,,,1944,
'2104,,,,,1464,
'2105,,,,,3000,
'2106,,,,,665,
'2107,,,,,436,
'2108,,,,,1423,
'2109,,,,,226,
'2114,,,,,138,
'2115,,,,,137,
'2201,,,,,2356,
