Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,20257,
'1102,,,,,4593,
'1103,,,,,552,
'1104,,,,,492,
'1108,,,,,280,
'1109,,,,,177,
'1110,,,,,442,
'1201,,,,,487,
'1203,,,,,15,
'1210,,,,,1456,
'1213,,,,,18,
'1215,,,,,400,
'1216,,,,,4253,
'1217,,,,,1379,
'1218,,,,,759,
'1219,,,,,6645,
'1220,,,,,646,
'1225,,,,,102,
'1227,,,,,889,
'1229,,,,,1221,
'1231,,,,,220,
'1232,,,,,55,
'1233,,,,,19,
'1234,,,,,175,
'1235,,,,,25,
'1236,,,,,108,
'1240,,,,,98,
'1256,,,,,39,
'1258,,,,,823,
'1259,,,,,9,
'1264,,,,,8,
'1268,,,,,21,
'1301,,,,,6581,
'1303,,,,,11650,
'1304,,,,,4973,
'1305,,,,,1159,
'1307,,,,,86,
'1308,,,,,1625,
'1309,,,,,670,
'1310,,,,,535,
'1312,,,,,3306,
'1313,,,,,1781,
'1314,,,,,40978,
'1315,,,,,443,
'1316,,,,,2383,
'1319,,,,,537,
'1321,,,,,53,
'1323,,,,,111,
'1324,,,,,38,
'1325,,,,,836,
'1326,,,,,2909,
'1336,,,,,63,
'1337,,,,,231,
'1338,,,,,418,
'1339,,,,,26,
'1340,,,,,183,
'1341,,,,,10,
'1342,,,,,88,
'1402,,,,,7870,
'1409,,,,,12605,
'1410,,,,,42,
'1413,,,,,79,
'1414,,,,,228,
'1416,,,,,192,
'1417,,,,,169,
'1418,,,,,0,
'1419,,,,,98,
'1423,,,,,58,
'1432,,,,,730,
'1434,,,,,1419,
'1435,,,,,155,
'1436,,,,,79,
'1437,,,,,762,
'1438,,,,,611,
'1439,,,,,55,
'1440,,,,,2631,
'1441,,,,,144,
'1442,,,,,290,
'1443,,,,,39,
'1444,,,,,1737,
'1445,,,,,101,
'1446,,,,,138,
'1447,,,,,715,
'1449,,,,,52,
'1451,,,,,182,
'1452,,,,,214,
'1453,,,,,1858,
'1454,,,,,38,
'1455,,,,,4647,
'1456,,,,,36,
'1457,,,,,335,
'1459,,,,,493,
'1460,,,,,1285,
'1463,,,,,77,
'1464,,,,,471,
'1465,,,,,109,
'1466,,,,,26,
'1467,,,,,766,
'1468,,,,,75,
'1470,,,,,349,
'1471,,,,,238,
'1472,,,,,1,
'1473,,,,,74,
'1474,,,,,175,
'1475,,,,,467,
'1476,,,,,591,
'1477,,,,,2164,
'1503,,,,,175,
'1504,,,,,10055,
'1506,,,,,3787,
'1512,,,,,29,
'1513,,,,,4702,
'1514,,,,,1355,
'1515,,,,,619,
'1516,,,,,3027,
'1517,,,,,392,
'1519,,,,,809,
'1521,,,,,38,
'1522,,,,,104,
'1524,,,,,747,
'1525,,,,,30,
'1526,,,,,146,
'1527,,,,,139,
'1528,,,,,241,
'1529,,,,,6049,
'1530,,,,,27,
'1531,,,,,52,
'1532,,,,,331,
'1533,,,,,20202,
'1535,,,,,42,
'1536,,,,,683,
'1537,,,,,49,
'1538,,,,,9,
'1539,,,,,156,
'1540,,,,,114,
'1541,,,,,5,
'1558,,,,,53,
'1560,,,,,10814,
'1565,,,,,72,
'1568,,,,,84,
'1569,,,,,4332,
'1570,,,,,218,
'1580,,,,,56,
'1582,,,,,134,
'1583,,,,,0,
'1584,,,,,3375,
'1586,,,,,100,
'1587,,,,,63,
'1589,,,,,257,
'1590,,,,,340,
'1591,,,,,310,
'1593,,,,,42,
'1595,,,,,25,
'1597,,,,,111,
'1598,,,,,191,
'1599,,,,,2071,
