Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,-235,"-1,508",6.42,206676,0.11
'00677U,期富邦VIX,"-1,076","-3,649",3.39,321714,0.33
