Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1795,美時,-197,"-31,949",162.18,55288,0.36
'2409,友達,-289,"-4,632",16.03,72670,0.4
'2498,宏達電,-148,"-9,533",64.41,72508,0.2
'3035,智原,-425,"-76,049",178.94,25317,1.68
'8069,元太,-203,"-44,526",219.34,21209,0.96
'9958,世紀鋼,-259,"-23,809",91.93,15001,1.73
