Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,-212,"-11,126",52.48,106648,0.2
'2610,華航,"-3,146","-89,716",28.52,428366,0.73
'2618,長榮航,"-1,480","-48,115",32.51,407382,0.36
'3710,連展投控,-222,"-3,476",15.66,6849,3.24
