Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'3481,群創,-357,"-6,502",18.21,438227,0.08
'8121,越峰,"-1,963","-108,642",55.34,71656,2.74
'9105,泰金寶-DR,-225,"-1,078",4.79,41977,0.54
