Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00677U,期富邦VIX,-613,"-2,343",3.82,613269,0.1
'2317,鴻海,-324,"-38,374",118.44,126109,0.26
'2342,茂矽,-588,"-21,509",36.58,8343,7.05
'2353,宏��,"-2,977","-79,424",26.68,312996,0.95
'2375,凱美,-554,"-56,259",101.55,26733,2.07
'2610,華航,-568,"-6,611",11.64,159491,0.36
'3059,華晶科,-392,"-14,077",35.91,89842,0.44
