Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2344,華邦電,-491,"-16,515",33.64,85180,0.58
'2371,大同,-274,"-6,588",24.04,14738,1.86
'2637,慧洋-KY,"-1,503","-136,045",90.52,30464,4.93
'2642,宅配通,"-1,027","-107,864",105.03,18093,5.68
'5452,佶優,-459,"-12,645",27.55,3248,14.13
'6116,彩晶,-348,"-7,851",22.56,188023,0.19
