Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2323,中環,-485,"-3,769",7.77,5565,8.72
'3037,欣興,-175,"-27,378",156.45,33673,0.52
'6278,台表科,-109,"-11,037",101.26,8367,1.3
