Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,9669,
'1102,,,,,4105,
'1103,,,,,459,
'1104,,,,,396,
'1108,,,,,115,
'1109,,,,,191,
'1110,,,,,1130,
'1201,,,,,405,
'1203,,,,,17,
'1210,,,,,1492,
'1213,,,,,4,
'1215,,,,,315,
'1216,,,,,7978,
'1217,,,,,2018,
'1218,,,,,161,
'1219,,,,,643,
'1220,,,,,1528,
'1225,,,,,49,
'1227,,,,,801,
'1229,,,,,973,
'1231,,,,,160,
'1232,,,,,61,
'1233,,,,,12,
'1234,,,,,119,
'1235,,,,,15,
'1236,,,,,194,
'1240,,,,,9,
'1256,,,,,19,
'1258,,,,,156,
'1259,,,,,6,
'1264,,,,,2,
'1268,,,,,9,
'1301,,,,,7758,
'1303,,,,,11933,
'1304,,,,,4399,
'1305,,,,,1874,
'1307,,,,,109,
'1308,,,,,3584,
'1309,,,,,633,
'1310,,,,,1762,
'1312,,,,,21914,
'1313,,,,,1754,
'1314,,,,,7338,
'1315,,,,,19,
'1316,,,,,2420,
'1319,,,,,1018,
'1321,,,,,105,
'1323,,,,,67,
'1324,,,,,56,
'1325,,,,,4401,
'1326,,,,,6284,
'1336,,,,,29,
'1337,,,,,360,
'1338,,,,,758,
'1339,,,,,38,
'1340,,,,,53,
'1341,,,,,31,
'1342,,,,,131,
'1402,,,,,6984,
'1409,,,,,1976,
'1410,,,,,10,
'1413,,,,,125,
'1414,,,,,537,
'1416,,,,,246,
'1417,,,,,118,
'1418,,,,,14,
'1419,,,,,133,
'1423,,,,,111,
'1432,,,,,1730,
'1434,,,,,2430,
'1435,,,,,76,
'1436,,,,,152,
'1437,,,,,1173,
'1438,,,,,154,
'1439,,,,,23,
'1440,,,,,4726,
'1441,,,,,93,
'1442,,,,,298,
'1443,,,,,54,
'1444,,,,,2127,
'1445,,,,,38,
'1446,,,,,39,
'1447,,,,,1285,
'1449,,,,,47,
'1451,,,,,133,
'1452,,,,,292,
'1453,,,,,387,
'1454,,,,,50,
'1455,,,,,5385,
'1456,,,,,73,
'1457,,,,,503,
'1459,,,,,174,
'1460,,,,,890,
'1463,,,,,62,
'1464,,,,,137,
'1465,,,,,14,
'1466,,,,,111,
'1467,,,,,492,
'1468,,,,,56,
'1470,,,,,42,
'1471,,,,,229,
'1472,,,,,1,
'1473,,,,,58,
'1474,,,,,432,
'1475,,,,,40,
'1476,,,,,1887,
'1477,,,,,2350,
'1503,,,,,100,
'1504,,,,,6581,
'1506,,,,,185,
'1512,,,,,81,
'1513,,,,,7756,
'1514,,,,,4062,
'1515,,,,,668,
'1516,,,,,7315,
'1517,,,,,299,
'1519,,,,,815,
'1521,,,,,84,
'1522,,,,,228,
'1524,,,,,172,
'1525,,,,,54,
'1526,,,,,302,
'1527,,,,,338,
'1528,,,,,262,
'1529,,,,,5581,
'1530,,,,,29,
'1531,,,,,115,
'1532,,,,,365,
'1533,,,,,3152,
'1535,,,,,40,
'1536,,,,,922,
'1537,,,,,83,
'1538,,,,,118,
'1539,,,,,88,
'1540,,,,,69,
'1541,,,,,0,
'1558,,,,,43,
'1560,,,,,16311,
'1565,,,,,79,
'1568,,,,,78,
'1569,,,,,449,
'1570,,,,,261,
'1580,,,,,45,
'1582,,,,,161,
'1583,,,,,2,
'1584,,,,,331,
'1586,,,,,168,
'1587,,,,,126,
'1589,,,,,236,
'1590,,,,,594,
'1591,,,,,684,
'1593,,,,,24,
'1595,,,,,32,
'1597,,,,,177,
'1598,,,,,368,
'1599,,,,,215,
'1603,,,,,381,
'1604,,,,,665,
'1605,,,,,17659,
'1608,,,,,2054,
'1609,,,,,20160,
'1611,,,,,1450,
'1612,,,,,8756,
'1614,,,,,72,
'1615,,,,,130,
'1616,,,,,276,
'1617,,,,,44,
'1618,,,,,321,
'1626,,,,,68,
'1701,,,,,214,
'1702,,,,,240,
'1707,,,,,118,
'1708,,,,,90437,
'1709,,,,,15131,
'1710,,,,,1769,
'1711,,,,,13598,
'1712,,,,,13286,
'1713,,,,,55,
'1714,,,,,2024,
'1717,,,,,1744,
'1718,,,,,3048,
'1720,,,,,547,
'1721,,,,,9569,
'1722,,,,,29267,
'1723,,,,,251,
'1725,,,,,132,
'1726,,,,,12,
'1727,,,,,13084,
'1730,,,,,25,
'1731,,,,,142,
'1732,,,,,20961,
'1733,,,,,389,
'1734,,,,,253,
'1735,,,,,15,
'1736,,,,,196,
'1737,,,,,276,
'1742,,,,,199,
'1752,,,,,36,
'1760,,,,,1027,
'1762,,,,,305,
'1773,,,,,692,
'1776,,,,,107,
'1777,,,,,12,
'1781,,,,,128,
'1783,,,,,254,
'1784,,,,,62,
'1785,,,,,11772,
'1786,,,,,134,
'1788,,,,,13,
'1789,,,,,348,
'1795,,,,,20047,
'1796,,,,,4,
'1799,,,,,4,
'1802,,,,,8836,
'1805,,,,,26,
'1806,,,,,13133,
'1808,,,,,470,
'1809,,,,,856,
'1810,,,,,1358,
'1813,,,,,136,
'1815,,,,,1147,
'1817,,,,,20,
'1903,,,,,73,
'1904,,,,,1105,
'1905,,,,,1194,
'1906,,,,,202,
'1907,,,,,1400,
'1909,,,,,2196,
'2002,,,,,80655,
'2006,,,,,7259,
'2007,,,,,1235,
'2008,,,,,119,
'2009,,,,,1359,
'2010,,,,,2639,
'2012,,,,,548,
'2013,,,,,530,
'2014,,,,,42286,
'2015,,,,,1082,
'2017,,,,,2023,
'2020,,,,,717,
'2022,,,,,1437,
'2023,,,,,6279,
'2024,,,,,434,
'2025,,,,,171,
'2027,,,,,14369,
'2028,,,,,1389,
'2029,,,,,1339,
'2030,,,,,5057,
'2031,,,,,6288,
'2032,,,,,4792,
'2033,,,,,2253,
'2034,,,,,3410,
'2035,,,,,83,
'2038,,,,,1567,
'2049,,,,,3142,
'2059,,,,,199,
'2061,,,,,39,
'2062,,,,,305,
'2063,,,,,1080,
'2064,,,,,824,
'2065,,,,,269,
'2066,,,,,48,
'2067,,,,,20,
'2069,,,,,1485,
'2070,,,,,46,
'2101,,,,,4725,
'2102,,,,,2137,
'2103,,,,,1519,
'2104,,,,,2062,
'2105,,,,,8218,
'2106,,,,,1708,
'2107,,,,,347,
'2108,,,,,2120,
'2109,,,,,87,
'2114,,,,,82,
'2115,,,,,41,
'2201,,,,,1788,
'2204,,,,,3340,
'2206,,,,,1196,
'2207,,,,,391,
'2208,,,,,1374,
'2211,,,,,698,
'2221,,,,,308,
'2227,,,,,152,
'2228,,,,,33,
'2230,,,,,6007,
'2231,,,,,529,
'2233,,,,,634,
'2235,,,,,1,
'2236,,,,,7,
'2239,,,,,95,
'2241,,,,,118,
'2243,,,,,3664,
'2247,,,,,35,
'2250,,,,,90,
'2301,,,,,6186,
'2302,,,,,638,
'2303,,,,,72860,
'2305,,,,,442,
'2308,,,,,4848,
'2312,,,,,81186,
'2313,,,,,45297,
'2314,,,,,4434,
'2316,,,,,196,
'2317,,,,,21868,
'2321,,,,,5,
'2323,,,,,9311,
'2324,,,,,10775,
'2327,,,,,2895,
'2328,,,,,34116,
'2329,,,,,1374,
'2330,,,,,43256,
'2331,,,,,792,
'2332,,,,,3272,
'2337,,,,,11758,
'2338,,,,,13112,
'2340,,,,,6870,
'2342,,,,,3080,
'2344,,,,,27734,
'2345,,,,,6191,
'2347,,,,,3058,
'2348,,,,,170,
'2349,,,,,1278,
'2351,,,,,23434,
'2352,,,,,9679,
'2353,,,,,9299,
'2354,,,,,2672,
'2355,,,,,2515,
'2356,,,,,8510,
'2357,,,,,2435,
'2358,,,,,1895,
'2359,,,,,11920,
'2360,,,,,901,
'2362,,,,,1055,
'2363,,,,,2552,
'2364,,,,,37,
'2365,,,,,376,
'2367,,,,,2450,
'2368,,,,,22980,
'2369,,,,,2150,
'2371,,,,,24034,
'2373,,,,,48,
'2374,,,,,2440,
'2375,,,,,695,
'2376,,,,,4746,
'2377,,,,,4184,
'2379,,,,,1734,
'2380,,,,,347,
'2382,,,,,14113,
'2383,,,,,1590,
'2385,,,,,1573,
'2387,,,,,1008,
'2388,,,,,4128,
'2390,,,,,836,
'2392,,,,,1148,
'2393,,,,,4871,
'2395,,,,,680,
'2397,,,,,39,
'2399,,,,,904,
'2401,,,,,23904,
'2402,,,,,389,
'2404,,,,,503,
'2405,,,,,3883,
'2406,,,,,6128,
'2408,,,,,7030,
'2409,,,,,69833,
'2412,,,,,9627,
'2413,,,,,289,
'2414,,,,,266,
'2415,,,,,243,
'2417,,,,,1249,
'2419,,,,,318,
'2420,,,,,137,
'2421,,,,,903,
'2423,,,,,310,
'2424,,,,,3,
'2425,,,,,113,
'2426,,,,,1064,
'2427,,,,,212,
'2428,,,,,1142,
'2429,,,,,8,
'2430,,,,,392,
'2431,,,,,1086,
'2433,,,,,42,
'2434,,,,,88,
'2436,,,,,4102,
'2438,,,,,12,
'2439,,,,,430,
'2440,,,,,178,
'2441,,,,,553,
'2442,,,,,1125,
'2443,,,,,99,
'2444,,,,,78,
'2449,,,,,3758,
'2450,,,,,725,
'2451,,,,,590,
'2453,,,,,1119,
'2454,,,,,11786,
'2455,,,,,1825,
'2457,,,,,50510,
'2458,,,,,1595,
'2459,,,,,290,
'2460,,,,,196,
'2461,,,,,906,
'2462,,,,,3067,
'2464,,,,,258,
'2465,,,,,742,
'2466,,,,,74,
'2467,,,,,169,
'2468,,,,,41,
'2471,,,,,155,
'2472,,,,,357,
'2474,,,,,3515,
'2476,,,,,1719,
'2477,,,,,434,
'2478,,,,,128,
'2480,,,,,457,
'2481,,,,,89802,
'2482,,,,,815,
'2483,,,,,273,
'2484,,,,,1265,
'2485,,,,,664,
'2486,,,,,3170,
'2488,,,,,80,
'2489,,,,,1717,
'2491,,,,,639,
'2492,,,,,1679,
'2493,,,,,215,
'2495,,,,,2177,
'2496,,,,,8,
'2497,,,,,21321,
'2498,,,,,14833,
'2501,,,,,484,
'2504,,,,,4012,
'2505,,,,,645,
'2506,,,,,87,
'2509,,,,,155,
'2511,,,,,1294,
'2514,,,,,106,
'2515,,,,,12153,
'2516,,,,,289,
'2520,,,,,1864,
'2524,,,,,40,
'2527,,,,,483,
'2528,,,,,36,
'2530,,,,,183,
'2534,,,,,675,
'2535,,,,,2217,
'2536,,,,,139,
'2537,,,,,2737,
'2538,,,,,1471,
'2539,,,,,275,
'2540,,,,,176,
'2542,,,,,6368,
'2543,,,,,116,
'2545,,,,,1374,
'2546,,,,,500,
'2547,,,,,2339,
'2548,,,,,379,
'2596,,,,,117,
'2597,,,,,301,
'2601,,,,,2212,
'2603,,,,,56886,
'2605,,,,,2034,
'2606,,,,,4318,
'2607,,,,,7708,
'2608,,,,,1538,
'2609,,,,,40718,
'2610,,,,,144968,
'2611,,,,,1475,
'2612,,,,,463,
'2613,,,,,1181,
'2614,,,,,2704,
'2615,,,,,20271,
'2616,,,,,143,
'2617,,,,,2175,
'2618,,,,,119938,
'2630,,,,,67,
'2633,,,,,3791,
'2634,,,,,924,
'2636,,,,,1570,
'2637,,,,,6284,
'2640,,,,,45,
'2641,,,,,1442,
'2642,,,,,4267,
'2643,,,,,49,
'2701,,,,,72,
'2702,,,,,239,
'2704,,,,,293,
