Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00637L,元大滬深300正2,-290,"-7,370",25.41,67490,0.43
'3481,群創,-373,"-7,388",19.81,738655,0.05
'4746,台耀,-538,"-30,988",57.6,43499,1.24
