Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'1308,亞聚,"-3,722","-139,687",37.53,11793,31.56
'1795,美時,-497,"-56,728",114.14,22328,2.23
'2303,聯電,-222,"-12,006",54.08,117494,0.19
'2880,華南金,-300,"-6,739",22.46,19243,1.56
'3711,日月光投控,-214,"-22,059",103.08,16494,1.3
'8150,南茂,-960,"-50,380",52.48,58834,1.63
