Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,9420,
'1102,,,,,3953,
'1103,,,,,369,
'1104,,,,,206,
'1108,,,,,221,
'1109,,,,,476,
'1110,,,,,817,
'1201,,,,,514,
'1203,,,,,21,
'1210,,,,,845,
'1213,,,,,29,
'1215,,,,,291,
'1216,,,,,3602,
'1217,,,,,1206,
'1218,,,,,162,
'1219,,,,,942,
'1220,,,,,205,
'1225,,,,,52,
'1227,,,,,1825,
'1229,,,,,1136,
'1231,,,,,121,
'1232,,,,,116,
'1233,,,,,17,
'1234,,,,,53,
'1235,,,,,11,
'1236,,,,,13594,
'1240,,,,,8,
'1256,,,,,38,
'1258,,,,,0,
'1259,,,,,1,
'1264,,,,,0,
'1268,,,,,81,
'1301,,,,,7452,
'1303,,,,,5944,
'1304,,,,,6508,
'1305,,,,,3501,
'1307,,,,,39,
'1308,,,,,5087,
'1309,,,,,1308,
'1310,,,,,2174,
'1312,,,,,7396,
'1313,,,,,3291,
'1314,,,,,19374,
'1316,,,,,6502,
'1319,,,,,908,
'1321,,,,,126,
'1323,,,,,69,
'1324,,,,,348,
'1325,,,,,1166,
'1326,,,,,2424,
'1336,,,,,58,
'1337,,,,,238,
'1338,,,,,782,
'1339,,,,,24,
'1340,,,,,65,
'1341,,,,,3,
'1342,,,,,244,
'1402,,,,,4023,
'1409,,,,,1978,
'1410,,,,,17,
'1413,,,,,181,
'1414,,,,,5758,
'1416,,,,,263,
'1417,,,,,387,
'1418,,,,,0,
'1419,,,,,28,
'1423,,,,,81,
'1432,,,,,120,
'1434,,,,,2168,
'1435,,,,,134,
'1436,,,,,56,
'1437,,,,,70,
'1438,,,,,93,
'1439,,,,,5,
'1440,,,,,3873,
'1441,,,,,147,
'1442,,,,,851,
'1443,,,,,9,
'1444,,,,,3261,
'1445,,,,,290,
'1446,,,,,64,
'1447,,,,,1941,
'1449,,,,,233,
'1451,,,,,122,
'1452,,,,,325,
'1453,,,,,83,
'1454,,,,,2566,
'1455,,,,,4199,
'1456,,,,,86,
'1457,,,,,318,
'1459,,,,,649,
'1460,,,,,1698,
'1463,,,,,152,
'1464,,,,,222,
'1465,,,,,33,
'1466,,,,,436,
'1467,,,,,1142,
'1468,,,,,66,
'1470,,,,,120,
'1471,,,,,6436,
'1472,,,,,8,
'1473,,,,,48,
'1474,,,,,387,
'1475,,,,,20,
'1476,,,,,336,
'1477,,,,,1036,
'1503,,,,,106,
'1504,,,,,1092,
'1506,,,,,4016,
'1512,,,,,9,
'1513,,,,,1941,
'1514,,,,,650,
'1515,,,,,1277,
'1516,,,,,1004,
'1517,,,,,1578,
'1519,,,,,379,
'1521,,,,,40,
'1522,,,,,282,
'1524,,,,,1045,
'1525,,,,,14,
'1526,,,,,389,
'1527,,,,,133,
'1528,,,,,2099,
'1529,,,,,3909,
'1530,,,,,13,
'1531,,,,,177,
'1532,,,,,209,
'1533,,,,,295,
'1535,,,,,61,
'1536,,,,,439,
'1537,,,,,156,
'1538,,,,,1,
'1539,,,,,695,
'1540,,,,,80,
'1541,,,,,12,
'1558,,,,,75,
'1560,,,,,19839,
'1565,,,,,221,
'1568,,,,,142,
'1569,,,,,125,
'1570,,,,,1580,
'1580,,,,,74,
'1582,,,,,163,
'1583,,,,,0,
'1584,,,,,758,
'1586,,,,,66,
'1587,,,,,122,
'1589,,,,,283,
'1590,,,,,264,
'1591,,,,,14,
'1593,,,,,22,
'1595,,,,,174,
'1597,,,,,91,
'1598,,,,,855,
'1599,,,,,214,
'1603,,,,,180,
'1604,,,,,384,
'1605,,,,,9217,
'1608,,,,,1498,
'1609,,,,,4190,
'1611,,,,,22288,
'1612,,,,,1610,
'1614,,,,,27,
'1615,,,,,89,
'1616,,,,,2391,
'1617,,,,,93,
'1618,,,,,485,
'1626,,,,,28,
'1701,,,,,300,
'1702,,,,,251,
'1707,,,,,46,
'1708,,,,,4221,
'1709,,,,,2444,
'1710,,,,,6434,
'1711,,,,,7666,
'1712,,,,,1510,
'1713,,,,,46,
'1714,,,,,2782,
'1717,,,,,1724,
'1718,,,,,8103,
'1720,,,,,1177,
'1721,,,,,16916,
'1722,,,,,1535,
'1723,,,,,422,
'1725,,,,,387,
'1726,,,,,54,
'1727,,,,,6762,
'1730,,,,,27,
'1731,,,,,133,
'1732,,,,,5359,
'1733,,,,,318,
'1734,,,,,1310,
'1735,,,,,3,
'1736,,,,,453,
'1737,,,,,216,
'1742,,,,,85,
'1752,,,,,117,
'1760,,,,,466,
'1762,,,,,471,
'1773,,,,,223,
'1776,,,,,161,
'1777,,,,,108,
'1781,,,,,105,
'1783,,,,,535,
'1784,,,,,465,
'1785,,,,,4083,
'1786,,,,,16,
'1788,,,,,8,
'1789,,,,,663,
'1795,,,,,4467,
'1796,,,,,167,
'1799,,,,,92,
'1802,,,,,9500,
'1805,,,,,52,
'1806,,,,,1651,
'1808,,,,,75,
'1809,,,,,1733,
'1810,,,,,3945,
'1813,,,,,34,
'1815,,,,,2515,
'1817,,,,,48,
'1903,,,,,821,
'1904,,,,,10275,
'1905,,,,,33404,
'1906,,,,,2657,
'1907,,,,,19988,
'1909,,,,,23771,
'2002,,,,,34357,
'2006,,,,,1975,
'2007,,,,,1796,
'2008,,,,,196,
'2009,,,,,2006,
'2010,,,,,2168,
'2012,,,,,490,
'2013,,,,,1241,
'2014,,,,,40307,
'2015,,,,,578,
'2017,,,,,1507,
'2020,,,,,536,
'2022,,,,,4071,
'2023,,,,,11525,
'2024,,,,,204,
