Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00701,國泰股利精選30,-258,"-6,457",25.03,775,33.29
'2022,聚亨,-522,"-10,530",20.17,14381,3.63
'2344,華邦電,"-5,931","-199,728",33.68,52885,11.21
'4739,康普,"-1,295","-161,295",124.55,27216,4.76
