Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00637L,元大滬深300正2,-359,"-9,239",25.74,60031,0.6
'1402,遠東新,-757,"-23,978",31.68,33976,2.23
'2609,陽明,-334,"-32,886",98.46,363996,0.09
'2888,新光金,-202,"-1,871",9.26,239829,0.08
'4105,東洋,-270,"-24,852",92.04,68679,0.39
