Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00632R,元大台灣50反1,"-1,292","-8,077",6.25,98601,1.31
'2890,永豐金,"-5,239","-65,286",12.46,27364,19.15
'4142,國光生,"-1,173","-72,249",61.59,48871,2.4
