Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'00642U,期元大S＆P石油,-326,"-3,645",11.18,7753,4.2
'4976,佳凌,"-1,381","-115,707",83.78,48718,2.83
