Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,16968,
'1102,,,,,2953,
'1103,,,,,344,
'1104,,,,,196,
'1108,,,,,189,
'1109,,,,,310,
'1110,,,,,432,
'1201,,,,,910,
'1203,,,,,43,
'1210,,,,,1493,
'1213,,,,,0,
'1215,,,,,460,
'1216,,,,,8421,
'1217,,,,,11020,
'1218,,,,,1816,
'1219,,,,,14667,
'1220,,,,,8710,
'1225,,,,,283,
'1227,,,,,567,
'1229,,,,,4867,
'1231,,,,,556,
'1232,,,,,99,
'1233,,,,,3,
'1234,,,,,88,
'1235,,,,,542,
'1236,,,,,295,
'1240,,,,,1127,
'1256,,,,,19,
'1258,,,,,418,
'1259,,,,,3,
'1264,,,,,10,
'1268,,,,,9,
'1301,,,,,6960,
'1303,,,,,8317,
'1304,,,,,3938,
'1305,,,,,867,
'1307,,,,,32,
'1308,,,,,1778,
'1309,,,,,596,
'1310,,,,,427,
'1312,,,,,4009,
'1313,,,,,4395,
'1314,,,,,18571,
'1315,,,,,7,
'1316,,,,,2251,
'1319,,,,,333,
'1321,,,,,65,
'1323,,,,,70,
'1324,,,,,23,
'1325,,,,,3043,
'1326,,,,,6156,
'1336,,,,,6,
'1337,,,,,218,
'1338,,,,,173,
'1339,,,,,142,
'1340,,,,,42,
'1341,,,,,5,
'1342,,,,,265,
'1402,,,,,5302,
'1409,,,,,2192,
'1410,,,,,37,
'1413,,,,,27,
'1414,,,,,217,
'1416,,,,,119,
'1417,,,,,238,
'1418,,,,,156,
'1419,,,,,31,
'1423,,,,,23,
'1432,,,,,760,
'1434,,,,,1413,
'1435,,,,,128,
'1436,,,,,40,
'1437,,,,,584,
'1438,,,,,276,
'1439,,,,,1,
'1440,,,,,10510,
'1441,,,,,37,
'1442,,,,,160,
'1443,,,,,10,
'1444,,,,,6790,
'1445,,,,,35,
'1446,,,,,120,
'1447,,,,,1512,
'1449,,,,,51,
'1451,,,,,187,
'1452,,,,,242,
'1453,,,,,9736,
'1454,,,,,192,
'1455,,,,,1899,
'1456,,,,,51,
'1457,,,,,211,
'1459,,,,,235,
'1460,,,,,4379,
'1463,,,,,66,
