Ticker,名稱,差額(張數),差額(金額),賣出均價,成交量,賣出占比
'2303,聯電,-908,"-42,592",46.91,192335,0.47
'2486,一詮,-369,"-8,155",22.1,31156,1.18
'3711,日月光投控,-512,"-52,820",103.16,18337,2.79
