Ticker,名稱,差額(張數),差額(金額),買入均價,成交量,買入占比
'1101,,,,,5574,
'1102,,,,,7187,
'1103,,,,,462,
'1104,,,,,344,
'1108,,,,,194,
'1109,,,,,136,
'1110,,,,,302,
'1201,,,,,438,
'1203,,,,,26,
'1210,,,,,1413,
'1213,,,,,16,
'1215,,,,,516,
'1216,,,,,10921,
'1217,,,,,684,
'1218,,,,,219,
'1219,,,,,593,
'1220,,,,,196,
'1225,,,,,89,
'1227,,,,,3969,
'1229,,,,,2707,
'1231,,,,,825,
'1232,,,,,71,
'1233,,,,,12,
'1234,,,,,162,
'1235,,,,,121,
'1236,,,,,277,
'1240,,,,,14,
'1256,,,,,271,
'1258,,,,,26,
'1259,,,,,13,
'1264,,,,,8,
'1268,,,,,32,
'1301,,,,,7165,
'1303,,,,,7920,
'1304,,,,,8386,
'1305,,,,,1609,
'1307,,,,,149,
'1308,,,,,7670,
'1309,,,,,1092,
'1310,,,,,934,
'1312,,,,,15565,
'1313,,,,,30370,
'1314,,,,,11360,
'1315,,,,,55,
'1316,,,,,3860,
'1319,,,,,1461,
'1321,,,,,130,
'1323,,,,,90,
'1324,,,,,31,
'1325,,,,,517,
'1326,,,,,3202,
'1336,,,,,36,
'1337,,,,,274,
'1338,,,,,492,
'1339,,,,,39,
'1340,,,,,156,
'1341,,,,,23,
'1342,,,,,67,
'1402,,,,,5640,
'1409,,,,,3421,
'1410,,,,,2,
'1413,,,,,87,
'1414,,,,,359,
'1416,,,,,294,
'1417,,,,,198,
'1418,,,,,0,
'1419,,,,,26,
'1423,,,,,43,
'1432,,,,,88,
'1434,,,,,2075,
'1435,,,,,135,
'1436,,,,,9,
'1437,,,,,257,
'1438,,,,,15,
'1439,,,,,26,
'1440,,,,,2980,
'1441,,,,,111,
'1442,,,,,185,
'1443,,,,,23,
'1444,,,,,1127,
'1445,,,,,36,
'1446,,,,,141,
'1447,,,,,960,
'1449,,,,,28,
'1451,,,,,97,
'1452,,,,,304,
'1453,,,,,66,
'1454,,,,,108,
'1455,,,,,4326,
'1456,,,,,115,
'1457,,,,,248,
'1459,,,,,127,
'1460,,,,,1480,
'1463,,,,,78,
'1464,,,,,683,
'1465,,,,,50,
'1466,,,,,150,
'1467,,,,,1040,
'1468,,,,,37,
'1470,,,,,10,
'1471,,,,,335,
'1472,,,,,2,
'1473,,,,,5,
'1474,,,,,390,
'1475,,,,,34,
'1476,,,,,1475,
'1477,,,,,698,
'1503,,,,,131,
'1504,,,,,1603,
'1506,,,,,1085,
'1512,,,,,131,
'1513,,,,,1362,
'1514,,,,,2140,
'1515,,,,,1086,
'1516,,,,,218,
'1517,,,,,476,
'1519,,,,,584,
'1521,,,,,40,
'1522,,,,,315,
'1524,,,,,1077,
'1525,,,,,39,
'1526,,,,,187,
'1527,,,,,193,
'1528,,,,,10243,
'1529,,,,,6265,
'1530,,,,,18,
'1531,,,,,66,
'1532,,,,,276,
'1533,,,,,381,
'1535,,,,,92,
'1536,,,,,593,
'1537,,,,,140,
'1538,,,,,15,
'1539,,,,,372,
'1540,,,,,52,
'1541,,,,,13,
'1558,,,,,30,
'1560,,,,,4175,
'1565,,,,,74,
'1568,,,,,41,
'1569,,,,,99,
'1570,,,,,147,
'1580,,,,,94,
'1582,,,,,144,
'1583,,,,,24,
'1584,,,,,229,
'1586,,,,,120,
'1587,,,,,43,
'1589,,,,,228,
'1590,,,,,328,
'1591,,,,,24,
'1593,,,,,44,
'1595,,,,,31,
'1597,,,,,835,
'1598,,,,,236,
'1599,,,,,138,
'1603,,,,,675,
'1604,,,,,725,
'1605,,,,,29724,
'1608,,,,,1449,
'1609,,,,,10675,
'1611,,,,,2621,
'1612,,,,,1919,
'1614,,,,,81,
'1615,,,,,195,
'1616,,,,,333,
'1617,,,,,49,
'1618,,,,,156,
'1626,,,,,77,
'1701,,,,,205,
'1702,,,,,463,
'1707,,,,,351,
'1708,,,,,20783,
'1709,,,,,5604,
'1710,,,,,1864,
'1711,,,,,2774,
'1712,,,,,1590,
'1713,,,,,42,
'1714,,,,,2455,
'1717,,,,,1723,
'1718,,,,,5012,
'1720,,,,,139,
'1721,,,,,6318,
'1722,,,,,9913,
'1723,,,,,876,
'1725,,,,,663,
'1726,,,,,48,
'1727,,,,,756,
'1730,,,,,20,
'1731,,,,,134,
'1732,,,,,1166,
'1733,,,,,134,
'1734,,,,,741,
'1735,,,,,9,
'1736,,,,,165,
'1737,,,,,191,
'1742,,,,,108,
'1752,,,,,30,
'1760,,,,,3039,
'1762,,,,,539,
'1773,,,,,781,
'1776,,,,,38,
'1777,,,,,22,
'1781,,,,,57,
'1783,,,,,90,
'1784,,,,,96,
'1785,,,,,4988,
'1786,,,,,102,
'1788,,,,,15,
'1789,,,,,377,
'1795,,,,,6808,
'1796,,,,,4,
'1799,,,,,50,
'1802,,,,,12641,
'1805,,,,,25,
'1806,,,,,521,
'1808,,,,,196,
'1809,,,,,943,
'1810,,,,,2808,
'1813,,,,,25,
'1815,,,,,1260,
'1817,,,,,40,
'1903,,,,,149,
'1904,,,,,1234,
'1905,,,,,1903,
'1906,,,,,66,
'1907,,,,,1620,
'1909,,,,,4797,
'2002,,,,,54471,
'2006,,,,,3770,
'2007,,,,,8355,
'2008,,,,,216,
'2009,,,,,19344,
'2010,,,,,2860,
'2012,,,,,463,
'2013,,,,,753,
'2014,,,,,21285,
'2015,,,,,585,
'2017,,,,,1524,
'2020,,,,,570,
'2022,,,,,3879,
'2023,,,,,8930,
'2024,,,,,2131,
'2025,,,,,508,
'2027,,,,,54030,
'2028,,,,,1112,
'2029,,,,,823,
'2030,,,,,21005,
'2031,,,,,3221,
'2032,,,,,26284,
'2033,,,,,10924,
'2034,,,,,6911,
'2035,,,,,463,
'2038,,,,,2323,
'2049,,,,,4254,
'2059,,,,,152,
'2061,,,,,16,
'2062,,,,,226,
'2063,,,,,89,
'2064,,,,,9673,
'2065,,,,,324,
'2066,,,,,9,
'2067,,,,,27,
'2069,,,,,2362,
'2070,,,,,4,
'2101,,,,,1215,
'2102,,,,,1010,
'2103,,,,,3557,
'2104,,,,,3686,
'2105,,,,,2898,
'2106,,,,,557,
'2107,,,,,404,
'2108,,,,,5607,
'2109,,,,,63,
'2114,,,,,382,
'2115,,,,,27,
'2201,,,,,1725,
'2204,,,,,1199,
'2206,,,,,695,
'2207,,,,,308,
'2208,,,,,6821,
'2211,,,,,1498,
'2221,,,,,78,
'2227,,,,,98,
'2228,,,,,32,
'2230,,,,,866,
'2231,,,,,243,
'2233,,,,,807,
'2235,,,,,5,
'2236,,,,,8,
'2239,,,,,41,
'2241,,,,,46,
'2243,,,,,59,
'2247,,,,,34,
'2250,,,,,37,
'2301,,,,,4903,
'2302,,,,,217,
'2303,,,,,98203,
'2305,,,,,630,
'2308,,,,,7176,
'2312,,,,,6309,
'2313,,,,,12880,
'2314,,,,,1032,
'2316,,,,,219,
'2317,,,,,29548,
'2321,,,,,3,
'2323,,,,,9776,
'2324,,,,,6498,
'2327,,,,,2693,
'2328,,,,,2075,
'2329,,,,,1573,
'2330,,,,,57512,
'2331,,,,,993,
'2332,,,,,1500,
'2337,,,,,13738,
'2338,,,,,6107,
'2340,,,,,7862,
'2342,,,,,1327,
'2344,,,,,20186,
'2345,,,,,2830,
'2347,,,,,4719,
'2348,,,,,191,
'2349,,,,,1432,
'2351,,,,,2161,
'2352,,,,,5635,
'2353,,,,,18121,
'2354,,,,,2308,
'2355,,,,,2360,
'2356,,,,,4302,
'2357,,,,,2466,
'2358,,,,,4526,
'2359,,,,,15267,
'2360,,,,,738,
'2362,,,,,249,
'2363,,,,,4359,
'2364,,,,,16,
'2365,,,,,554,
'2367,,,,,1844,
'2368,,,,,10118,
'2369,,,,,1902,
'2371,,,,,17281,
'2373,,,,,31,
'2374,,,,,3512,
'2375,,,,,420,
'2376,,,,,9990,
'2377,,,,,6036,
'2379,,,,,2352,
'2380,,,,,896,
'2382,,,,,10601,
'2383,,,,,1333,
'2385,,,,,1226,
'2387,,,,,446,
'2388,,,,,4667,
'2390,,,,,721,
'2392,,,,,515,
'2393,,,,,1455,
'2395,,,,,1267,
'2397,,,,,28,
'2399,,,,,1133,
'2401,,,,,2814,
'2402,,,,,338,
'2404,,,,,2269,
'2405,,,,,1274,
'2406,,,,,40307,
'2408,,,,,6418,
'2409,,,,,100811,
'2412,,,,,4846,
'2413,,,,,141,
'2414,,,,,149,
'2415,,,,,333,
'2417,,,,,548,
'2419,,,,,664,
'2420,,,,,507,
'2421,,,,,1072,
'2423,,,,,195,
'2424,,,,,14,
'2425,,,,,260,
'2426,,,,,1347,
'2427,,,,,226,
'2428,,,,,352,
'2429,,,,,10,
'2430,,,,,1512,
'2431,,,,,124,
'2433,,,,,29,
'2434,,,,,11,
'2436,,,,,3265,
'2438,,,,,46,
'2439,,,,,389,
'2440,,,,,291,
'2441,,,,,1386,
'2442,,,,,666,
'2443,,,,,63,
'2444,,,,,160,
'2449,,,,,5798,
'2450,,,,,118,
'2451,,,,,1084,
'2453,,,,,127,
'2454,,,,,6282,
'2455,,,,,2746,
'2457,,,,,5283,
'2458,,,,,3081,
'2459,,,,,64,
'2460,,,,,584,
'2461,,,,,1331,
'2462,,,,,1143,
'2464,,,,,412,
'2465,,,,,969,
'2466,,,,,63,
'2467,,,,,257,
'2468,,,,,19,
'2471,,,,,66,
'2472,,,,,852,
'2474,,,,,1984,
'2476,,,,,1193,
'2477,,,,,609,
'2478,,,,,204,
'2480,,,,,880,
'2481,,,,,4605,
'2482,,,,,485,
'2483,,,,,107,
'2484,,,,,750,
'2485,,,,,532,
'2486,,,,,2490,
'2488,,,,,60,
'2489,,,,,3024,
'2491,,,,,48,
'2492,,,,,1960,
'2493,,,,,225,
'2495,,,,,530,
'2496,,,,,4,
'2497,,,,,1672,
'2498,,,,,35553,
'2501,,,,,342,
'2504,,,,,2648,
'2505,,,,,214,
'2506,,,,,114,
'2509,,,,,190,
'2511,,,,,1224,
'2514,,,,,39,
'2515,,,,,1841,
'2516,,,,,73,
'2520,,,,,896,
'2524,,,,,130,
'2527,,,,,584,
'2528,,,,,12,
'2530,,,,,419,
'2534,,,,,1186,
'2535,,,,,1874,
'2536,,,,,245,
'2537,,,,,415,
'2538,,,,,519,
'2539,,,,,379,
'2540,,,,,91,
'2542,,,,,5668,
'2543,,,,,24,
'2545,,,,,571,
'2546,,,,,99,
'2547,,,,,492,
'2548,,,,,287,
'2596,,,,,51,
'2597,,,,,205,
'2601,,,,,6833,
'2603,,,,,261873,
'2605,,,,,10804,
'2606,,,,,10468,
'2607,,,,,128954,
'2608,,,,,832,
'2609,,,,,147513,
'2610,,,,,200341,
'2611,,,,,9217,
'2612,,,,,1505,
'2613,,,,,2899,
'2614,,,,,6149,
'2615,,,,,39103,
'2616,,,,,207,
'2617,,,,,7414,
'2618,,,,,192531,
'2630,,,,,179,
'2633,,,,,2688,
'2634,,,,,1988,
'2636,,,,,32866,
'2637,,,,,11223,
'2640,,,,,76,
'2641,,,,,11534,
'2642,,,,,661,
'2643,,,,,65,
'2701,,,,,111,
'2702,,,,,114,
'2704,,,,,146,
'2705,,,,,260,
'2706,,,,,193,
'2707,,,,,952,
'2712,,,,,12,
'2718,,,,,0,
'2719,,,,,21,
'2722,,,,,46,
'2723,,,,,1089,
'2724,,,,,0,
'2726,,,,,76,
'2727,,,,,1504,
'2729,,,,,5,
'2731,,,,,1009,
'2732,,,,,154,
'2734,,,,,439,
'2736,,,,,85,
'2739,,,,,18,
'2740,,,,,0,
'2743,,,,,487,
'2745,,,,,316,
'2748,,,,,53,
'2752,,,,,8,
'2753,,,,,130,
'2754,,,,,25,
'2755,,,,,3,
'2756,,,,,40,
'2801,,,,,6513,
'2809,,,,,2330,
'2812,,,,,10087,
'2816,,,,,59,
'2820,,,,,695,
'2832,,,,,104,
'2834,,,,,51026,
'2836,,,,,1742,
'2838,,,,,5524,
'2841,,,,,2730,
'2845,,,,,6257,
'2849,,,,,174,
'2850,,,,,170,
'2851,,,,,530,
'2852,,,,,145,
'2855,,,,,2765,
'2867,,,,,8990,
'2880,,,,,17550,
'2881,,,,,23491,
'2882,,,,,18361,
'2883,,,,,59310,
'2884,,,,,22542,
'2885,,,,,20856,
'2886,,,,,16063,
'2887,,,,,30407,
'2888,,,,,100939,
'2889,,,,,13989,
'2890,,,,,27569,
'2891,,,,,52928,
'2892,,,,,17789,
'2897,,,,,6155,
'2901,,,,,13,
'2903,,,,,305,
'2904,,,,,35,
'2905,,,,,310,
'2906,,,,,52126,
'2908,,,,,176,
'2910,,,,,15,
'2911,,,,,137,
'2912,,,,,1648,
'2913,,,,,2275,
'2915,,,,,4798,
'2916,,,,,20,
'2923,,,,,118,
'2924,,,,,28,
'2926,,,,,124,
'2929,,,,,116,
'2936,,,,,106,
'2937,,,,,129,
'2939,,,,,113,
'2945,,,,,23,
'2947,,,,,33,
'3002,,,,,54,
'3003,,,,,685,
'3004,,,,,103,
'3005,,,,,1509,
'3006,,,,,23060,
'3008,,,,,523,
'3010,,,,,600,
'3011,,,,,3494,
'3013,,,,,344,
'3014,,,,,2935,
'3015,,,,,264,
'3016,,,,,1374,
'3017,,,,,30543,
'3018,,,,,1412,
'3019,,,,,1242,
'3021,,,,,55,
'3022,,,,,108,
'3023,,,,,368,
'3024,,,,,816,
'3025,,,,,213,
'3026,,,,,747,
'3027,,,,,182,
'3028,,,,,704,
'3029,,,,,2318,
'3030,,,,,1204,
'3031,,,,,371,
'3032,,,,,85,
'3033,,,,,2358,
'3034,,,,,3448,
'3035,,,,,62527,
'3036,,,,,2297,
'3037,,,,,35910,
'3038,,,,,447,
'3040,,,,,22,
'3041,,,,,2904,
'3042,,,,,2235,
'3043,,,,,203,
'3044,,,,,706,
'3045,,,,,2217,
'3046,,,,,97,
'3047,,,,,1100,
'3048,,,,,11043,
'3049,,,,,3532,
'3050,,,,,2209,
'3051,,,,,1662,
'3052,,,,,118,
'3054,,,,,31,
'3055,,,,,273,
'3056,,,,,388,
'3057,,,,,148,
'3058,,,,,302,
'3059,,,,,11857,
'3060,,,,,655,
'3062,,,,,3624,
'3064,,,,,5,
'3066,,,,,1580,
'3067,,,,,0,
'3071,,,,,326,
'3073,,,,,46,
'3078,,,,,1771,
'3081,,,,,190,
'3083,,,,,268,
'3085,,,,,5,
'3086,,,,,368,
'3088,,,,,258,
'3089,,,,,0,
'3090,,,,,302,
