代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日)
2328,16200,900,27,44,71,38.03,-0.003938028169014085,18.802816901408452
2329,5409,4351,36,44,80,45.0,0.001793749999999998,23.85
2330,9192,-12872,9,7,16,56.25,0.02410625,28.625
2331,6631,-1041,26,39,65,40.0,-0.003180000000000002,23.49230769230769
2332,8394,-17324,21,29,50,42.0,-0.008824,28.54
2337,8854,-42814,26,53,79,32.91,-0.016981012658227847,18.10126582278481
2338,11331,43329,21,35,56,37.5,-0.0023535714285714293,19.035714285714285
2340,8669,14861,30,42,72,41.67,-0.006236111111111112,20.958333333333332
2342,11160,2080,41,53,94,43.62,-0.008048936170212767,22.670212765957448
2344,7563,-8783,42,48,90,46.67,0.004009999999999998,21.944444444444443
2345,38002,-1632,33,42,75,44.0,0.00260666666666667,19.613333333333333
2347,10927,43743,17,17,34,50.0,0.018352941176470593,20.852941176470587
2348,7726,8944,36,39,75,48.0,0.006894666666666668,18.133333333333333
2349,4156,-20616,18,43,61,29.51,-0.03649016393442623,19.295081967213115
2351,25595,10635,36,44,80,45.0,0.0034349999999999984,13.6625
2352,7267,-9657,24,35,59,40.68,-0.009116949152542374,15.711864406779661
2353,10410,11420,19,23,42,45.24,0.0014095238095238076,28.642857142857142
2354,44556,138974,25,27,52,48.08,-0.0006076923076923043,29.365384615384617
2355,6854,-25544,13,27,40,32.5,-0.0213075,34.5
2356,4713,-12653,14,27,41,34.15,-0.01482682926829268,27.829268292682926
2357,34116,-203096,13,24,37,35.14,-0.025740540540540542,38.37837837837838
2358,5785,-19575,25,43,68,36.76,-0.016763235294117648,16.485294117647058
2359,5319,-10229,23,30,53,43.4,-0.002013207547169812,18.88679245283019
2360,38096,-282556,19,55,74,25.68,-0.02930135135135135,17.175675675675677
2362,9851,-34201,18,32,50,36.0,-0.015873999999999996,29.64
2363,7488,32,37,43,80,46.25,0.0033149999999999985,22.475
2364,6576,-22646,33,49,82,40.24,-0.011899999999999997,24.158536585365855
2365,6026,-9886,20,24,44,45.45,-0.004534090909090907,26.795454545454547
2367,7494,-13244,31,42,73,42.47,-0.0023684931506849313,21.972602739726028
2368,12399,-54639,33,47,80,41.25,-0.003507499999999999,20.175
2369,6990,-5880,35,45,80,43.75,-0.006242499999999999,23.8
2371,6708,-32648,19,53,72,26.39,-0.03474166666666667,22.15277777777778
2373,3964,5796,9,10,19,47.37,0.0072421052631578935,18.894736842105264
2374,7804,-16284,17,28,45,37.78,-0.011179999999999999,24.044444444444444
2375,13063,40967,33,39,72,45.83,0.0027944444444444436,18.583333333333332
2376,19276,20384,28,34,62,45.16,0.006185483870967741,26.403225806451612
2377,18391,67009,31,34,65,47.69,0.007830769230769231,19.6
2379,53122,-167452,28,47,75,37.33,-0.009885333333333336,24.466666666666665
2380,4519,5741,22,26,48,45.83,0.0067104166666666675,22.9375
2382,18154,-55674,17,34,51,33.33,-0.017456862745098042,28.19607843137255
2383,33113,-186343,29,53,82,35.37,-0.018906097560975606,20.414634146341463
2385,11900,-10390,14,21,35,40.0,-0.007060000000000001,29.485714285714284
2387,7430,-17590,18,23,41,43.9,-0.002499999999999998,26.146341463414632
2388,17012,15038,46,57,103,44.66,0.002723300970873788,18.805825242718445
2390,5680,17540,32,28,60,53.33,0.015235000000000002,26.683333333333334
2392,17772,-24582,21,30,51,41.18,-0.011778431372549022,18.627450980392158
2393,25126,34784,28,34,62,45.16,0.008012903225806452,27.403225806451612
2395,28424,-94714,10,23,33,30.3,-0.024836363636363636,36.18181818181818
2397,6471,60339,16,9,25,64.0,0.037988,40.6
2399,6483,16057,30,34,64,46.88,0.014043749999999997,20.90625
2401,12576,63294,41,33,74,55.41,0.01995675675675676,16.824324324324323
2402,10224,38416,36,33,69,52.17,0.014940579710144926,21.014492753623188
2404,11741,65719,14,18,32,43.75,-0.005171875,23.15625
2405,8218,13622,42,47,89,47.19,0.006577528089887641,19.1123595505618
2406,11026,6864,49,48,97,50.52,0.02155360824742268,21.24742268041237
2408,16420,-11640,35,44,79,44.3,-0.006762025316455696,25.88607594936709
2409,9699,16211,28,32,60,46.67,0.015648333333333334,33.05
2412,0,0,0,0,0,0.0,,
2413,6441,-17241,25,42,67,37.31,-0.017813432835820892,35.701492537313435
2414,2478,-9168,9,16,25,36.0,-0.0148,17.8
2415,6477,31193,26,24,50,52.0,0.01808,16.82
2417,11364,-20584,26,39,65,40.0,-0.007012307692307692,22.892307692307693
2419,6030,-10270,27,37,64,42.19,-0.0007906250000000005,26.8125
2420,7661,8439,21,23,44,47.73,0.004593181818181819,25.0
2421,7637,-35437,15,32,47,31.91,-0.026074468085106384,22.127659574468087
2423,2911,-11431,8,15,23,34.78,-0.0241304347826087,25.695652173913043
2424,4690,-9090,24,32,56,42.86,-0.015825000000000002,62.17857142857143
2425,7492,3238,33,47,80,41.25,-0.01264375,18.725
2426,10334,-11744,37,56,93,39.78,-0.005411827956989248,17.50537634408602
2427,3121,-2781,17,24,41,41.46,-0.00902439024390244,35.4390243902439
2428,17674,-28834,22,25,47,46.81,-0.0036085106382978717,24.04255319148936
2429,4095,-10865,15,38,53,28.3,-0.04248679245283019,17.264150943396228
2430,7360,-2340,17,17,34,50.0,-0.0036323529411764746,28.941176470588236
2431,6014,-18624,24,48,72,33.33,-0.023005555555555557,18.38888888888889
2433,2723,3767,11,14,25,44.0,-0.0010959999999999987,24.04
2434,7332,68,28,37,65,43.08,-0.001050769230769236,23.2
2436,17753,-43483,33,60,93,35.48,-0.011926881720430105,19.806451612903224
2438,4840,-21070,26,55,81,32.1,-0.05406172839506172,16.666666666666668
2439,46822,-124592,29,53,82,35.37,-0.018639024390243904,23.23170731707317
2440,4570,8260,36,29,65,55.38,0.015941538461538462,19.153846153846153
2441,7005,-5365,13,19,32,40.62,-0.009100000000000004,26.03125
2442,4401,5299,27,32,59,45.76,0.005303389830508476,22.305084745762713
2443,4461,-8381,30,44,74,40.54,-0.01060945945945946,15.824324324324325
2444,6871,1469,34,49,83,40.96,-0.0036746987951807213,21.80722891566265
2449,8261,8079,28,33,61,45.9,0.0034327868852459032,22.78688524590164
2450,12617,9423,14,19,33,42.42,-0.008381818181818181,27.151515151515152
2451,21163,-2263,20,25,45,44.44,-0.0006022222222222192,20.288888888888888
2453,3864,516,24,20,44,54.55,0.006859090909090911,18.772727272727273
2454,159979,-103129,31,36,67,46.27,-0.003916417910447764,23.65671641791045
2455,26644,-50034,32,51,83,38.55,-0.008730120481927707,17.93975903614458
2457,11723,-843,42,46,88,47.73,0.008621590909090909,17.795454545454547
2458,25373,42207,46,40,86,53.49,0.01742441860465116,21.25581395348837
2459,7181,-1381,19,17,36,52.78,0.0018916666666666674,21.25
2460,8475,-15475,23,38,61,37.7,-0.010868852459016391,21.868852459016395
2461,6116,-12946,20,31,51,39.22,-0.011839215686274508,22.607843137254903
2462,4707,-4787,12,20,32,37.5,-0.009762500000000002,18.3125
2464,6536,-16686,13,22,35,37.14,-0.0146,36.31428571428572
2465,7466,33714,47,34,81,58.02,0.02831358024691358,23.22222222222222
2466,2578,-9268,6,15,21,28.57,-0.026514285714285712,72.57142857142857
2467,5341,9009,21,19,40,52.5,0.008332499999999998,25.55
2468,3482,-9282,16,27,43,37.21,-0.021774418604651163,40.76744186046512
2471,4503,7,22,20,42,52.38,0.01572142857142857,35.0
2472,12142,-25122,29,43,72,40.28,-0.012383333333333336,23.98611111111111
2474,78704,-310854,25,44,69,36.23,-0.023833333333333335,25.391304347826086
2476,9373,15697,25,21,46,54.35,0.009793478260869565,20.17391304347826
2477,7884,4666,24,33,57,42.11,-0.008461403508771927,21.333333333333332
2478,14544,99346,34,34,68,50.0,0.01759705882352941,20.25
2480,4198,-4468,13,17,30,43.33,0.002703333333333334,26.966666666666665
2481,18004,-6844,46,52,98,46.94,0.008034693877551019,18.785714285714285
2482,7641,-10331,22,36,58,37.93,-0.010974137931034482,25.551724137931036
2483,2983,-9313,10,16,26,38.46,-0.012153846153846156,22.384615384615383
2484,8954,11986,38,39,77,49.35,0.006548051948051946,25.0
2485,17740,65040,32,38,70,45.71,0.005820000000000001,22.7
