EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2020-12-28,2020-12-29,99.4,99.85,142,142,0,300,584,1,-134,-0.0013,99.9,0.005,99.4,0.0
2021-01-06,2021-01-08,99.9,99.52,142,142,0,299,583,2,-963,-0.0096,99.9,0.0,99.5,-0.004
2021-03-02,2021-03-09,99.9,100.37,142,143,0,301,586,7,-116,-0.0012,100.5,0.006,99.8,-0.001
2021-05-19,2021-05-24,99.5,99.2,142,141,298,0,581,5,-281,-0.0028,99.5,0.0,99.2,-0.003
2021-05-27,2021-06-08,99.2,99.41,141,142,298,0,581,12,-791,-0.008,99.5,0.003,99.2,0.0
2021-06-23,2021-06-29,99.7,99.98,142,142,0,300,584,6,-304,-0.003,100.0,0.003,99.7,0.0
2021-06-30,2021-07-05,100.0,100.45,142,143,0,301,586,5,-136,-0.0014,100.5,0.005,99.9,-0.001
2021-08-06,2021-10-13,99.7,100.2,142,143,299,0,584,68,-1084,-0.0109,100.5,0.008,99.7,0.0
2022-03-07,2022-03-10,101.0,101.6,144,145,303,0,592,3,-1192,-0.0118,102.0,0.0099,101.0,0.0
2022-05-30,2022-06-22,102.0,101.2,145,144,0,304,593,23,-1393,-0.0137,102.0,0.0,98.7,-0.0324
2022-09-26,2022-09-28,99.1,98.78,141,141,297,0,579,2,-259,-0.0026,99.1,0.0,98.7,-0.004
