EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2003-01-23,2003-01-24,26.1,26.58,37,38,0,80,155,1,325,0.0125,26.6,0.0192,26.1,0.0
2003-03-17,2003-03-21,25.5,25.67,36,37,76,0,149,4,-319,-0.0125,26.0,0.0196,25.5,0.0
2003-03-31,2003-04-04,25.3,25.6,36,36,76,0,148,4,-448,-0.0177,25.9,0.0237,25.3,0.0
2003-04-10,2003-04-15,25.9,26.35,37,38,0,79,154,5,296,0.0114,26.4,0.0193,25.9,0.0
2003-04-16,2003-04-25,26.2,25.84,37,37,0,78,152,9,-512,-0.0195,26.2,0.0,25.8,-0.0153
2003-04-28,2003-05-14,25.5,25.95,36,37,76,0,149,16,-599,-0.0235,26.0,0.0196,25.5,0.0
2003-05-15,2003-06-12,26.0,26.73,37,38,0,80,155,28,575,0.0221,26.8,0.0308,26.0,0.0
2003-06-18,2003-07-03,27.3,28.09,39,40,0,84,163,15,627,0.023,28.2,0.033,27.3,0.0
2003-07-14,2003-07-16,28.7,29.3,41,42,0,88,171,2,429,0.0149,29.3,0.0209,28.7,0.0
2003-08-08,2003-08-14,28.2,28.6,40,41,0,86,167,6,233,0.0083,30.0,0.0638,28.2,0.0
2003-08-19,2003-08-22,28.9,29.27,41,42,0,88,171,3,199,0.0069,29.5,0.0208,28.9,0.0
2003-10-13,2003-11-03,29.5,29.87,42,43,0,90,175,21,195,0.0066,30.0,0.0169,29.5,0.0
2003-12-19,2004-01-02,30.6,30.82,44,44,0,92,180,14,40,0.0013,32.6,0.0654,30.6,0.0
2004-02-04,2004-02-10,31.5,31.84,45,45,0,96,186,6,154,0.0049,32.0,0.0159,31.5,0.0
2004-02-11,2004-02-18,31.8,32.29,45,46,0,97,188,7,302,0.0095,32.3,0.0157,31.8,0.0
2004-03-31,2004-04-29,34.8,34.17,50,49,0,103,202,29,-832,-0.0239,34.8,0.0,32.1,-0.0776
2004-06-25,2004-07-23,33.0,32.29,47,46,0,97,190,28,-900,-0.0273,33.0,0.0,29.6,-0.103
2004-08-26,2004-09-13,31.9,33.44,45,48,0,100,193,18,1347,0.0422,33.7,0.0564,31.9,0.0
2004-09-16,2004-09-21,33.3,33.93,47,48,0,102,197,5,433,0.013,34.1,0.024,33.3,0.0
2004-10-29,2004-11-03,32.7,33.78,47,48,98,0,193,5,-1273,-0.0389,33.8,0.0336,32.7,0.0
2004-11-05,2004-11-17,34.1,33.41,49,48,0,100,197,12,-887,-0.026,34.1,0.0,33.4,-0.0205
2004-11-22,2004-11-24,33.6,34.19,48,49,101,0,198,2,-788,-0.0235,34.8,0.0357,33.6,0.0
2004-11-26,2004-12-02,34.6,35.36,49,50,0,106,205,6,555,0.016,35.4,0.0231,34.6,0.0
2004-12-07,2004-12-08,35.4,35.0,50,50,0,105,205,1,-605,-0.0171,35.4,0.0,35.0,-0.0113
2004-12-27,2004-12-31,35.9,35.45,51,51,0,106,208,4,-658,-0.0183,36.1,0.0056,35.3,-0.0167
2005-01-24,2005-01-25,34.9,34.31,50,49,105,0,204,1,386,0.0111,35.0,0.0029,34.3,-0.0172
2005-02-03,2005-02-15,35.5,35.98,51,51,0,108,210,12,270,0.0076,36.0,0.0141,35.5,0.0
2005-02-18,2005-02-21,36.0,35.62,51,51,0,107,209,3,-589,-0.0164,36.2,0.0056,35.4,-0.0167
2005-03-03,2005-03-08,36.8,36.39,52,52,0,109,213,5,-623,-0.0169,36.8,0.0,36.1,-0.019
2005-03-15,2005-03-18,35.45,36.23,51,52,106,0,209,3,-989,-0.0279,36.3,0.024,35.45,0.0
2005-05-31,2005-06-06,32.35,32.77,46,47,97,0,190,6,-610,-0.0189,32.8,0.0139,32.35,0.0
2005-06-20,2005-07-26,33.7,32.96,48,47,0,99,194,36,-934,-0.0277,33.7,0.0,29.2,-0.1335
2005-09-20,2005-09-23,31.5,30.39,45,43,0,91,179,3,-1289,-0.0409,31.5,0.0,30.3,-0.0381
2005-10-11,2005-11-23,29.65,28.74,42,41,89,0,172,43,738,0.0249,29.65,0.0,28.7,-0.032
2006-01-06,2006-01-10,28.9,29.4,41,42,0,88,171,4,329,0.0114,29.45,0.019,28.8,-0.0035
2006-02-10,2006-02-27,30.4,30.92,43,44,0,93,180,17,340,0.0112,31.1,0.023,30.4,0.0
2006-03-06,2006-03-07,31.0,31.22,44,44,0,94,182,1,38,0.0012,31.4,0.0129,30.9,-0.0032
2006-03-31,2006-04-03,31.85,32.43,45,46,0,97,188,3,392,0.0123,32.45,0.0188,31.6,-0.0078
2006-04-10,2006-04-17,32.7,33.72,47,48,0,101,196,7,824,0.0252,34.0,0.0398,32.7,0.0
2006-05-26,2006-06-05,33.2,32.93,47,47,0,99,193,10,-463,-0.0139,33.2,0.0,32.7,-0.0151
2006-06-22,2006-07-14,33.2,32.76,47,47,0,98,192,22,-632,-0.019,33.2,0.0,32.5,-0.0211
2006-07-17,2006-07-20,32.7,33.32,47,47,98,0,192,3,-812,-0.0248,33.5,0.0245,32.7,0.0
2006-07-24,2006-07-26,33.6,33.15,48,47,0,99,194,2,-644,-0.0192,33.6,0.0,29.2,-0.131
2006-09-26,2006-10-13,31.4,32.46,45,46,0,97,188,17,872,0.0278,32.5,0.035,31.4,0.0
2006-11-03,2006-11-08,33.15,33.92,47,48,0,102,197,5,573,0.0173,34.0,0.0256,33.15,0.0
2006-12-19,2006-12-20,34.6,34.99,49,50,0,105,204,1,186,0.0054,35.0,0.0116,34.5,-0.0029
2007-02-01,2007-02-26,35.4,36.1,50,51,0,108,209,25,491,0.0139,36.5,0.0311,35.4,0.0
2007-03-01,2007-03-03,36.4,37.01,52,53,0,111,216,2,394,0.0108,37.3,0.0247,36.4,0.0
2007-03-15,2007-03-20,37.0,37.53,53,53,0,113,219,5,311,0.0084,37.9,0.0243,36.5,-0.0135
2007-03-30,2007-04-02,37.1,37.56,53,54,0,113,220,3,240,0.0065,38.6,0.0404,37.1,0.0
2007-05-07,2007-06-07,39.55,39.01,56,56,0,117,229,31,-769,-0.0194,39.55,0.0,39.0,-0.0139
2007-07-04,2007-07-16,40.8,42.11,58,60,0,126,244,12,1066,0.0261,44.4,0.0882,40.8,0.0
2007-08-02,2007-08-30,40.0,43.5,57,62,120,0,239,28,-3739,-0.0935,43.6,0.09,40.0,0.0
2007-08-31,2007-10-02,44.0,49.1,63,70,0,147,280,32,4820,0.1095,49.2,0.1182,44.0,0.0
2007-11-02,2007-11-20,44.3,40.51,63,58,133,0,254,18,3536,0.0798,44.3,0.0,40.0,-0.0971
2007-12-14,2007-12-27,40.5,42.59,58,61,122,0,241,13,-2331,-0.0576,42.7,0.0543,40.5,0.0
2008-01-08,2008-01-15,44.15,45.93,63,65,0,138,266,7,1514,0.0343,48.9,0.1076,44.15,0.0
2008-01-22,2008-01-29,41.9,44.73,60,64,126,0,250,7,-3080,-0.0735,44.8,0.0692,41.9,0.0
2008-01-31,2008-02-26,44.8,47.07,64,67,0,141,272,26,1998,0.0446,47.5,0.0603,44.8,0.0
2008-02-29,2008-03-04,47.0,45.73,67,65,0,137,269,4,-1539,-0.0327,47.0,0.0,45.6,-0.0298
2008-03-06,2008-03-11,47.5,46.24,68,66,0,139,273,5,-1533,-0.0323,47.5,0.0,46.0,-0.0316
2008-03-18,2008-03-20,44.3,46.11,63,66,133,0,262,2,-2072,-0.0468,46.8,0.0564,44.3,0.0
2008-03-27,2008-04-18,47.5,49.54,68,71,0,149,288,22,1752,0.0369,50.7,0.0674,47.5,0.0
2008-04-22,2008-04-30,50.0,48.88,71,70,0,147,288,8,-1408,-0.0282,50.0,0.0,48.75,-0.025
2008-05-13,2008-05-15,50.5,51.78,72,74,0,155,301,2,979,0.0194,52.5,0.0396,50.5,0.0
2008-06-19,2008-06-23,49.6,48.22,71,69,149,0,289,4,1091,0.022,49.6,0.0,48.0,-0.0323
2008-06-24,2008-07-08,48.0,45.57,68,65,144,0,277,14,2153,0.0449,48.0,0.0,45.0,-0.0625
2008-07-23,2008-07-24,49.6,47.38,71,68,0,142,281,1,-2501,-0.0504,49.6,0.0,44.7,-0.0988
2008-07-25,2008-08-05,43.9,39.48,63,56,132,0,251,11,4169,0.095,43.9,0.0,39.45,-0.1014
2008-08-12,2008-09-05,39.0,36.22,56,52,117,0,225,24,2555,0.0655,39.0,0.0,35.7,-0.0846
2008-09-10,2008-10-06,35.1,31.43,50,45,105,0,200,26,3470,0.0989,35.1,0.0,31.1,-0.114
2008-11-20,2008-11-21,28.75,29.44,41,42,86,0,169,1,-859,-0.0299,29.5,0.0261,28.6,-0.0052
2008-12-10,2009-01-08,30.85,32.85,44,47,0,99,190,29,1810,0.0587,32.9,0.0665,30.85,0.0
2009-02-05,2009-02-09,32.75,33.64,47,48,0,101,196,4,694,0.0212,33.75,0.0305,32.7,-0.0015
2009-02-13,2009-02-16,33.0,33.41,47,48,0,100,195,3,215,0.0065,33.45,0.0136,32.55,-0.0136
2009-02-27,2009-03-02,31.5,32.3,45,46,94,0,185,3,-985,-0.0313,33.0,0.0476,31.4,-0.0032
2009-03-03,2009-03-12,31.2,30.13,44,43,94,0,181,9,889,0.0285,31.2,0.0,29.5,-0.0545
2009-04-14,2009-05-27,32.5,33.73,46,48,0,101,195,43,1035,0.0318,34.7,0.0677,32.5,0.0
2009-06-05,2009-07-01,34.5,35.54,49,51,0,107,207,26,833,0.0241,36.0,0.0435,34.5,0.0
2009-07-17,2009-07-21,35.5,36.19,51,52,0,109,212,4,478,0.0135,36.2,0.0197,35.5,0.0
2009-07-24,2009-07-31,34.1,35.48,49,51,102,0,202,7,-1582,-0.0464,35.9,0.0528,34.1,0.0
2009-09-03,2009-09-11,36.0,36.63,51,52,0,110,213,8,417,0.0116,36.7,0.0194,36.0,0.0
2009-10-23,2009-10-29,36.1,36.69,51,52,108,0,211,6,-801,-0.0222,36.7,0.0166,36.1,0.0
2009-11-13,2009-11-17,36.9,36.58,53,52,0,110,215,4,-535,-0.0145,36.9,0.0,36.5,-0.0108
