EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2018-06-15,2018-06-19,61.8,61.62,88,88,0,185,361,4,-541,-0.0088,61.8,0.0,61.6,-0.0032
2018-09-05,2018-09-07,62.2,62.07,89,88,0,186,363,2,-493,-0.0079,62.2,0.0,62.0,-0.0032
2018-09-21,2018-10-01,62.4,62.6,89,89,0,188,366,10,-166,-0.0027,62.6,0.0032,62.4,0.0
2018-12-20,2018-12-21,63.0,62.86,90,90,0,189,369,1,-509,-0.0081,63.0,0.0,62.8,-0.0032
2019-08-19,2019-12-09,64.4,65.63,92,94,0,197,383,112,847,0.0132,65.7,0.0202,64.4,0.0
2020-02-11,2020-02-12,66.2,66.03,94,94,0,198,386,1,-556,-0.0084,66.2,0.0,66.0,-0.003
2020-04-27,2020-04-28,65.8,65.52,94,93,0,197,384,1,-664,-0.0101,65.8,0.0,64.2,-0.0243
2020-06-04,2020-06-08,66.4,67.2,95,96,0,202,393,4,407,0.0061,67.5,0.0166,66.4,0.0
2020-06-09,2020-07-13,67.4,66.18,96,94,0,199,389,34,-1609,-0.0239,67.4,0.0,65.3,-0.0312
2020-10-26,2020-10-27,64.3,63.78,92,91,193,0,376,1,144,0.0022,64.3,0.0,63.3,-0.0156
2021-06-16,2021-06-21,63.6,63.27,91,90,0,190,371,5,-701,-0.011,63.6,0.0,62.9,-0.011
2021-07-13,2021-07-14,63.6,63.41,91,90,0,190,371,1,-561,-0.0088,63.6,0.0,63.4,-0.0031
2021-10-22,2021-10-25,62.6,62.41,89,89,0,187,365,3,-555,-0.0089,62.6,0.0,61.9,-0.0112
2021-11-08,2021-11-11,62.8,62.57,89,89,0,188,366,3,-596,-0.0095,63.0,0.0032,62.3,-0.008
2022-02-11,2022-02-18,64.1,63.95,91,91,0,192,374,7,-524,-0.0082,64.1,0.0,63.3,-0.0125
