EntryDate,ExitDate,EntryPrice,ExitPrice,EntryCommission,ExitCommission,EntryTax,ExitTax,TotalCost,HoldingPeriod,Net,Ret,MaxPriceBetweeenHolding,MaxRetBetweeenHolding,MinPriceBetweeenHolding,MinRetBetweeenHolding
2018-10-02,2018-10-24,61.1,61.31,87,87,0,184,358,22,-148,-0.0024,61.4,0.0049,61.1,0.0
2019-07-11,2019-07-19,63.1,63.37,90,90,0,190,370,8,-100,-0.0016,63.4,0.0048,63.1,0.0
2019-09-18,2019-09-24,63.9,63.65,91,91,0,191,373,6,-623,-0.0097,63.9,0.0,63.6,-0.0047
2019-11-18,2019-11-28,63.8,63.3,91,90,191,0,372,10,128,0.002,63.8,0.0,63.3,-0.0078
2019-12-11,2019-12-12,64.0,63.84,91,91,0,192,374,1,-534,-0.0083,64.0,0.0,63.8,-0.0031
2020-03-25,2020-04-10,60.4,61.69,86,88,181,0,355,16,-1645,-0.0272,61.9,0.0248,60.4,0.0
2020-05-07,2020-05-20,63.2,63.89,90,91,0,192,373,13,317,0.005,63.9,0.0111,63.2,0.0
2020-06-05,2020-07-01,64.3,63.74,92,91,0,191,374,26,-934,-0.0145,64.3,0.0,62.9,-0.0218
2020-09-22,2020-10-26,62.5,61.78,89,88,188,0,365,34,355,0.0057,62.5,0.0,61.7,-0.0128
2020-11-04,2020-11-05,61.7,61.96,88,88,185,0,361,1,-621,-0.0101,62.0,0.0049,61.7,0.0
2020-11-06,2020-11-09,61.7,61.91,88,88,185,0,361,3,-571,-0.0093,62.1,0.0065,61.7,0.0
2021-05-28,2021-05-31,62.1,61.9,88,88,0,186,362,3,-562,-0.009,62.2,0.0016,61.8,-0.0048
2021-10-22,2021-10-26,61.8,62.05,88,88,185,0,361,4,-611,-0.0099,62.1,0.0049,61.8,0.0
2022-05-31,2022-06-02,62.0,61.75,88,88,186,0,362,2,-112,-0.0018,62.0,0.0,61.7,-0.0048
2022-09-15,2022-09-19,60.0,59.72,85,85,180,0,350,4,-70,-0.0012,60.0,0.0,59.7,-0.005
