代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日)
6546,2351,-801,16,6,22,72.73,-0.00039999999999999996,3.6363636363636362
6642,4217,15143,10,4,14,71.43,0.013821428571428571,3.5714285714285716
6651,7009,801,7,4,11,63.64,0.001627272727272726,3.727272727272727
4439,20751,27129,15,9,24,62.5,0.008141666666666667,3.7916666666666665
5519,11522,12868,53,32,85,62.35,0.004485882352941177,4.470588235294118
6666,15408,-9238,14,9,23,60.87,-0.002743478260869566,4.434782608695652
3520,17382,14768,50,33,83,60.24,0.005303614457831327,4.397590361445783
